GEOID,tpopr,nhwhite,nhblk,nhasn,hisp,pblk,pwht,pasn,phisp
261635006004008,13,0,13,0,0,1,0,0,0
261635006004000,11,0,11,0,0,1,0,0,0
261635006004001,26,0,26,0,0,1,0,0,0
261635006004002,77,0,73,1,0,0.9480519,0,0.012987,0
261635006004003,40,2,37,0,0,0.925,0.05,0,0
261635006004004,48,2,39,0,0,0.8125,0.0416667,0,0
261635006004005,44,0,44,0,0,1,0,0,0
261635006004006,44,0,40,0,0,0.9090909,0,0,0
261635006004007,67,3,64,0,0,0.9552239,0.0447761,0,0
261635006004009,43,3,37,0,0,0.8604651,0.0697674,0,0
261635006004010,39,0,39,0,0,1,0,0,0
261635006004011,39,0,39,0,0,1,0,0,0
261635006004012,34,0,34,0,0,1,0,0,0
261635006004013,29,0,29,0,0,1,0,0,0
261635006005000,26,0,23,0,0,0.8846154,0,0,0
261635006005001,16,0,16,0,0,1,0,0,0
261635006005002,2,1,1,0,0,0.5,0.5,0,0
261635006005003,36,1,26,9,0,0.7222222,0.0277778,0.25,0
261635006005004,36,2,28,4,2,0.7777778,0.0555556,0.111111,0.0555556
261635006005005,40,2,36,1,1,0.9,0.05,0.025,0.025
261635006005006,29,1,28,0,0,0.9655172,0.0344828,0,0
261635006005007,35,4,31,0,0,0.8857143,0.1142857,0,0
261635006005008,18,1,15,0,0,0.8333333,0.0555556,0,0
261635006005009,23,1,17,0,1,0.7391304,0.0434783,0,0.0434783
261635006005010,20,0,20,0,0,1,0,0,0
261635006005011,59,4,48,5,0,0.8135593,0.0677966,0.084746,0
261635006005012,25,0,25,0,0,1,0,0,0
261635006005013,35,0,34,0,0,0.9714286,0,0,0
261635006005014,19,0,19,0,0,1,0,0,0
261635006005015,36,7,29,0,0,0.8055556,0.1944444,0,0
261635006005016,13,0,13,0,0,1,0,0,0
261635006005017,23,0,22,0,1,0.9565217,0,0,0.0434783
261635006005018,33,0,33,0,0,1,0,0,0
261635006005019,51,2,49,0,0,0.9607843,0.0392157,0,0
261635006005020,30,0,30,0,0,1,0,0,0
261635006005021,55,0,52,0,0,0.9454545,0,0,0
261635006005022,25,0,25,0,0,1,0,0,0
261635006005023,29,0,29,0,0,1,0,0,0
261635007001000,95,12,83,0,0,0.8736842,0.1263158,0,0
261635007001001,74,10,64,0,0,0.8648649,0.1351351,0,0
261635007001002,1,0,0,0,0,0,0,0,0
261635007001003,159,15,133,4,0,0.836478,0.0943396,0.025157,0
261635007001004,160,10,150,0,0,0.9375,0.0625,0,0
261635007001007,60,2,57,0,1,0.95,0.0333333,0,0.0166667
261635007001005,168,8,154,0,5,0.9166667,0.047619,0,0.0297619
261635007001006,61,3,58,0,0,0.9508197,0.0491803,0,0
261635007001008,83,3,79,0,0,0.9518072,0.0361446,0,0
261635007002009,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007002008,90,1,88,0,0,0.9777778,0.0111111,0,0
261635007002000,44,9,35,0,0,0.7954545,0.2045455,0,0
261635007002001,43,12,29,0,1,0.6744186,0.2790698,0,0.0232558
261635007002004,226,24,185,0,14,0.8185841,0.1061947,0,0.0619469
261635007002002,61,9,50,0,0,0.8196721,0.147541,0,0
261635007002003,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007002005,104,11,87,0,0,0.8365385,0.1057692,0,0
261635007002006,181,10,164,1,0,0.9060773,0.0552486,0.005525,0
261635007002007,47,1,46,0,0,0.9787234,0.0212766,0,0
261635007002010,76,1,72,0,0,0.9473684,0.0131579,0,0
261635007003001,20,4,13,0,0,0.65,0.2,0,0
261635007003005,62,10,52,0,0,0.8387097,0.1612903,0,0
261635007003007,190,22,155,0,1,0.8157895,0.1157895,0,0.0052632
261635007003008,176,2,170,0,0,0.9659091,0.0113636,0,0
261635007003009,190,6,166,0,1,0.8736842,0.0315789,0,0.0052632
261635007003014,84,0,80,0,4,0.952381,0,0,0.047619
261635007003015,92,3,89,0,0,0.9673913,0.0326087,0,0
261635007003013,108,1,106,0,1,0.9814815,0.0092593,0,0.0092593
261635007003011,183,9,169,0,3,0.9234973,0.0491803,0,0.0163934
261635007003002,16,7,9,0,0,0.5625,0.4375,0,0
261635007003003,79,3,60,0,1,0.7594937,0.0379747,0,0.0126582
261635007003004,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007003006,29,2,26,0,1,0.8965517,0.0689655,0,0.0344828
261635007003010,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007003012,106,4,98,0,0,0.9245283,0.0377358,0,0
261635007003000,40,1,31,0,0,0.775,0.025,0,0
261635007004000,81,28,45,0,5,0.5555556,0.345679,0,0.0617284
261635007004001,52,11,40,0,0,0.7692308,0.2115385,0,0
261635007004005,48,10,36,0,2,0.75,0.2083333,0,0.0416667
261635007004006,68,4,62,0,1,0.9117647,0.0588235,0,0.0147059
261635007004009,191,7,181,0,0,0.947644,0.0366492,0,0
261635007004010,207,25,180,0,0,0.8695652,0.1207729,0,0
261635007004011,173,12,159,0,1,0.9190751,0.0693642,0,0.0057803
261635007004012,60,2,58,0,0,0.9666667,0.0333333,0,0
261635007004013,70,0,69,0,0,0.9857143,0,0,0
261635007004014,55,2,51,0,0,0.9272727,0.0363636,0,0
261635007004015,76,4,71,0,0,0.9342105,0.0526316,0,0
261635007004016,202,11,182,0,1,0.9009901,0.0544554,0,0.0049505
261635007004004,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007004003,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007004008,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007004002,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635007004007,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001002,28,1,27,0,0,0.9642857,0.0357143,0,0
261635008001015,200,12,176,5,0,0.88,0.06,0.025,0
261635008001007,74,7,65,0,2,0.8783784,0.0945946,0,0.027027
261635008001016,152,28,118,3,2,0.7763158,0.1842105,0.019737,0.0131579
261635008001020,52,4,47,1,0,0.9038462,0.0769231,0.019231,0
261635008001000,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001001,58,11,46,0,0,0.7931034,0.1896552,0,0
261635008001019,71,4,66,0,0,0.9295775,0.056338,0,0
261635008001022,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001003,69,10,57,0,0,0.826087,0.1449275,0,0
261635008001008,65,5,52,0,5,0.8,0.0769231,0,0.0769231
261635008001004,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001005,3,3,0,0,0,0,1,0,0
261635008001006,48,8,40,0,0,0.8333333,0.1666667,0,0
261635008001018,72,2,70,0,0,0.9722222,0.0277778,0,0
261635008001009,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001012,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001010,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001011,215,30,181,0,1,0.8418605,0.1395349,0,0.0046512
261635008001014,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001017,74,3,69,0,2,0.9324324,0.0405405,0,0.027027
261635008001023,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001013,0,0,0,0,0,0.8395502082592561,0.07763622124795029,0.007535890480711142,0.052996873962199015
261635008001021,24,2,22,0,0,0.9166667,0.0833333,0,0
261635008001024,41,3,37,0,1,0.902439,0.0731707,0,0.0243902
261635008002000,57,21,35,0,0,0.6140351,0.3684211,0,0
261635008002004,182,15,165,2,0,0.9065934,0.0824176,0.010989,0
261635008002009,63,4,58,0,1,0.9206349,0.0634921,0,0.015873
261635008002006,180,19,157,0,3,0.8722222,0.1055556,0,0.0166667
261635008002008,92,6,83,0,0,0.9021739,0.0652174,0,0
261635008002010,70,3,66,0,1,0.9428571,0.0428571,0,0.0142857
261635008002001,53,20,33,0,0,0.6226415,0.3773585,0,0
261635008002002,112,9,99,1,3,0.8839286,0.0803571,0.008929,0.0267857
261635008002005,160,16,143,0,0,0.89375,0.1,0,0
261635008002007,179,13,163,1,0,0.9106145,0.0726257,0.005587,0
261635008002011,78,1,77,0,0,0.9871795,0.0128205,0,0
