GEOID,county,state,tract,medincome,rent,pnewh,medhval,pwht,pblk,pasn,phsp,region
06019005513,Fresno County,California,Census Tract 55.13,100625,1480,16.749750747756732,363600,64.41504178272982,1.532033426183844,12.291086350974933,18.279944289693592,Other California
06019005514,Fresno County,California,Census Tract 55.14,86140,1497,25.495557074504443,301200,68.29513976328381,1.510954419541677,11.583983883152857,16.59531604129942,Other California
06019005515,Fresno County,California,Census Tract 55.15,97917,1246,33.633633633633636,456900,69.10148674854557,1.098901098901099,15.513897866839043,12.669683257918551,Other California
06019005516,Fresno County,California,Census Tract 55.16,77865,1373,21.80560611576265,270800,61.07538406573776,5.573419078242229,5.734190782422294,25.509110396570208,Other California
06019005517,Fresno County,California,Census Tract 55.17,120218,1681,30.88986141502553,393700,64.07393623619897,0.161270313856841,13.645949634040441,19.079518670140182,Other California
06019005518,Fresno County,California,Census Tract 55.18,101687,1587,95.15366430260048,288900,65.04624650462465,2.9253602925360287,9.722520972252097,19.40202194020219,Other California
06019005520,Fresno County,California,Census Tract 55.20,121786,2393,84.18549346016647,400400,60.150916277398494,3.988501616960115,16.133668702838662,15.774344232842259,Other California
06019005522,Fresno County,California,Census Tract 55.22,114423,2131,81.3397129186603,371700,66.15730337078651,0.539325842696629,16.157303370786515,14.606741573033707,Other California
06019005524,Fresno County,California,Census Tract 55.24,127743,1767,80.17241379310344,381000,61.6281580652127,1.921831137983157,13.798315698553228,18.505722306197367,Other California
06019005525,Fresno County,California,Census Tract 55.25,106615,1205,18.37160751565762,405900,72.89562289562289,0,8.417508417508419,12.205387205387204,Other California
06019005602,Fresno County,California,Census Tract 56.02,35534,904,21.592844974446336,124900,54.46461652463876,0.8521674694331229,6.446832160059281,32.27121155983698,Other California
06019005605,Fresno County,California,Census Tract 56.05,90536,1578,0,224700,66.82626538987688,0.9575923392612851,9.57592339261286,20.930232558139537,Other California
06019005606,Fresno County,California,Census Tract 56.06,71484,1362,21.754894851341554,286600,53.1544957774466,2.334823646299056,6.184798807749627,31.569796323894682,Other California
06019005607,Fresno County,California,Census Tract 56.07,30457,922,2.225594334850784,28400,44.703770197486534,6.014362657091562,4.308797127468582,39.18312387791742,Other California
06019005608,Fresno County,California,Census Tract 56.08,36814,1031,8.44200411805079,73900,58.64548996104285,4.435121366496853,3.356308061132754,28.43871741084807,Other California
06019005701,Fresno County,California,Census Tract 57.01,41431,1067,7.275320970042796,171700,46.6987436514301,1.844426623897353,11.36059877038225,38.198342689120565,Other California
06019005702,Fresno County,California,Census Tract 57.02,80125,1418,20.84446819882416,235000,67.74130899203729,0.46610992425713704,7.205282579141581,22.47038259856283,Other California
06019005703,Fresno County,California,Census Tract 57.03,77639,1515,0.9486607142857141,249500,66.60140955364135,2.11433046202036,7.30227094753328,19.244322631166796,Other California
06019005704,Fresno County,California,Census Tract 57.04,46494,986,5.720572057205721,197100,45.27415143603133,0.46997389033942505,6.09225413402959,42.94168842471714,Other California
06019005801,Fresno County,California,Census Tract 58.01,53891,1310,13.410770855332629,178700,55.5672268907563,2.689075630252101,4.180672268907562,35.12605042016806,Other California
06019005802,Fresno County,California,Census Tract 58.02,93929,1758,38.53083853083853,322200,50.58374494836102,6.937584193982936,17.6246070947463,22.788504714863045,Other California
06019005804,Fresno County,California,Census Tract 58.04,52094,1117,0,155600,42.51488095238095,1.354166666666666,13.199404761904763,41.294642857142854,Other California
06019005805,Fresno County,California,Census Tract 58.05,78563,1704,78.19185645272601,251300,41.97218710493047,3.16055625790139,17.235566793088918,30.23598820058997,Other California
06019005904,Fresno County,California,Census Tract 59.04,81115,1047,53.37386018237083,292300,52.98260149130074,1.864125932062966,11.806130903065453,30.92377796188898,Other California
06019005905,Fresno County,California,Census Tract 59.05,90806,1842,25.552539744086854,394400,71.50584795321637,0.730994152046783,9.985380116959064,14.839181286549707,Other California
06019005906,Fresno County,California,Census Tract 59.06,84583,769,15.19434628975265,385600,51.388888888888886,0,11.766975308641976,35.879629629629626,Other California
06019005907,Fresno County,California,Census Tract 59.07,95789,1698,65.12605042016807,325600,55.78724690238743,2.6896343306134782,12.360229676639468,22.242369295859778,Other California
06019005909,Fresno County,California,Census Tract 59.09,98000,1543,83.88648388648389,325400,50.02373042240151,2.024996044929599,21.800348046195225,21.34155987976586,Other California
06019005911,Fresno County,California,Census Tract 59.11,91707,2177,73.49397590361446,288100,51.23626373626373,0.32051282051282,14.560439560439558,28.777472527472526,Other California
06019005912,Fresno County,California,Census Tract 59.12,93098,1284,15.484363081617087,413800,66.65836032893098,0,10.117119362073263,20.65786194866683,Other California
06019006000,Fresno County,California,Census Tract 60,49360,862,28.489159891598913,189000,23.98425743720338,0.775552726009954,1.192267623567542,73.81641393679824,Other California
06019006100,Fresno County,California,Census Tract 61,41196,894,32.03161320316132,175700,12.257819425098141,0,5.318475370393821,81.82854248448777,Other California
06019006201,Fresno County,California,Census Tract 62.01,30000,726,15.686274509803921,124300,5.230043255996854,0.235941801022414,0.039323633503735744,94.14077860794337,Other California
06019006202,Fresno County,California,Census Tract 62.02,42152,840,22.78773857721226,145300,5.225903614457831,0,1.144578313253012,93.3433734939759,Other California
06019006300,Fresno County,California,Census Tract 63,66026,1177,22.933643771827704,270300,55.05844417573559,1.0345290877334399,3.19763536208518,36.8534193201666,Other California
06019006402,Fresno County,California,Census Tract 64.02,69832,821,24.764962164641137,285700,77.11538461538461,0.608974358974359,0.9935897435897431,4.903846153846154,Other California
06019006403,Fresno County,California,Census Tract 64.03,64172,1086,14.92146596858639,205200,73.63861386138613,0.3005657708628,1.396746817538896,16.47807637906648,Other California
06019006404,Fresno County,California,Census Tract 64.04,76354,962,11.910013233348037,341900,81.51782138566278,0.200240288346015,1.481778133760512,11.59391269523428,Other California
06019006405,Fresno County,California,Census Tract 64.05,59612,1036,25.355566454144192,274400,74.58451560599919,0.30401297122010495,3.3644102148358326,18.44345358735306,Other California
06019006501,Fresno County,California,Census Tract 65.01,26577,779,28.004807692307693,122000,4.240177909562639,0.56338028169014,0.459599703484062,94.45515196441808,Other California
06019006502,Fresno County,California,Census Tract 65.02,28071,650,37.381703470031546,121500,4.869232404847969,0.425260472039124,0,94.40782479268552,Other California
06019006602,Fresno County,California,Census Tract 66.02,31947,810,2.27140361094933,125700,9.970188804239815,0,1.888042398145081,87.29711825107651,Other California
06019006603,Fresno County,California,Census Tract 66.03,45061,966,7.967032967032966,217900,37.36685129953132,3.962505325948019,3.365999147848317,51.38474648487431,Other California
06019006604,Fresno County,California,Census Tract 66.04,39293,904,16.34567901234568,155600,3.9446604161902576,0,2.824148182026069,90.54424879945118,Other California
06019006700,Fresno County,California,Census Tract 67,52324,945,28.60738255033557,190400,32.247259439707676,0.31973203410475004,5.831303288672351,59.11997563946407,Other California
06019006802,Fresno County,California,Census Tract 68.02,34552,682,13.696224758560142,130100,8.882521489971348,0.208387600937744,2.917426413128419,87.96561604584528,Other California
06019006900,Fresno County,California,Census Tract 69,31167,585,20.957446808510642,238500,10.490137477585176,0,2.390914524805738,84.87746563060371,Other California
06019007002,Fresno County,California,Census Tract 70.02,33914,796,5.366847826086957,160600,12.945341889798629,0.04425757911042266,0,84.26643062624476,Other California
06019007003,Fresno County,California,Census Tract 70.03,47736,1117,21.58886894075404,168800,12.607184241019699,0.324449594438006,5.93279258400927,80.12746234067207,Other California
06019007004,Fresno County,California,Census Tract 70.04,55944,948,19.093851132686083,201800,22.757598220904377,0.500370644922164,9.71089696071164,62.879911045218684,Other California
06019007100,Fresno County,California,Census Tract 71,33643,695,17.936354869816782,138700,6.842175598022184,0.534544968595483,3.193906187358011,88.96164639850326,Other California
06019007201,Fresno County,California,Census Tract 72.01,61612,883,17.568569310600445,293100,59.739583333333336,0.06510416666666666,2.5390625,33.424479166666664,Other California
06019007202,Fresno County,California,Census Tract 72.02,55406,913,24.984728161270617,170100,39.63685532161483,0.193162062970832,1.6611937415491589,54.54896658296311,Other California
06019007300,Fresno County,California,Census Tract 73,41109,904,9.70464135021097,285400,27.15368711233632,0.18378130025269898,7.81070526073972,59.93567654491155,Other California
06019007400,Fresno County,California,Census Tract 74,36622,771,2.770083102493074,124100,25.2171552660152,0,0,74.2942453854506,Other California
06019007500,Fresno County,California,Census Tract 75,42900,843,4.1554959785522785,192700,25.159834524257242,0.1692365550959,2.29409552463332,68.84166980067694,Other California
06019007600,Fresno County,California,Census Tract 76,35943,824,3.4075104311543805,246600,22.731258220078914,1.030249890398947,1.6878562034195521,72.55589653660675,Other California
06019007700,Fresno County,California,Census Tract 77,48079,852,8.211678832116789,163600,24.29636391297733,0.71504640194736,0.365130077590141,74.54739084132055,Other California
06019007801,Fresno County,California,Census Tract 78.01,44464,623,39.49704142011834,151400,2.9989289539450192,0,0,97.00107104605497,Other California
06019007802,Fresno County,California,Census Tract 78.02,21281,662,31.077529566360052,109900,4.441869447663191,0.36693704132869803,0.482811896485129,94.38006952491308,Other California
06019007901,Fresno County,California,Census Tract 79.01,49884.52525252525,1017.3030303030304,17.738755968872987,191883.16326530612,25.02639915522703,11.536430834213306,3.537486800422387,50.871172122492084,Other California
06019007902,Fresno County,California,Census Tract 79.02,55729,1041,29.372937293729372,133500,20.202952029520297,5.19680196801968,1.476014760147601,71.12546125461255,Other California
06019008000,Fresno County,California,Census Tract 80,60469,780,7.362924281984334,159700,43.590236402075725,1.883528733423025,0.576590428598885,52.142994426292525,Other California
06019008100,Fresno County,California,Census Tract 81,43232,850,21.71401059220029,142900,27.032552288095612,5.000786287152068,2.7834565183204902,62.1481364994496,Other California
06019008200,Fresno County,California,Census Tract 82,30865,630,16.077828981054786,165600,9.83220950290105,0,0,90.16779049709896,Other California
06019008301,Fresno County,California,Census Tract 83.01,25979,763,24.177300201477504,106400,1.7045454545454541,0,0,97.86501377410468,Other California
06019008302,Fresno County,California,Census Tract 83.02,28359,630,32.01149425287356,128800,1.01063829787234,3.244680851063829,0.598404255319148,94.86702127659574,Other California
06019008401,Fresno County,California,Census Tract 84.01,37361,673,18.461538461538467,123300,7.021492067064251,0.022504782266231576,0.045009564532463145,91.58321143242941,Other California
06019008402,Fresno County,California,Census Tract 84.02,40243,903,10.723860589812332,94600,24.313072439633636,0.7493755203996669,0,74.93755203996669,Other California
06019008501,Fresno County,California,Census Tract 85.01,30098,739,15.663643858202805,116100,3.258887876025524,0,2.0738377392889698,94.66727438468551,Other California
06019008502,Fresno County,California,Census Tract 85.02,30712,807,46.68280871670702,129100,1.947976204362533,0,0.478245654963256,97.57377814067421,Other California
06021010100,Glenn County,California,Census Tract 101,39730,739,21.9672131147541,202400,48.72208436724566,0.173697270471464,3.002481389578163,47.121588089330025,Other California
06021010200,Glenn County,California,Census Tract 102,40913,818,18.963782696177063,251300,64.15748674010608,0,0.509995920032639,34.53692370461036,Other California
06021010300,Glenn County,California,Census Tract 103,50833,719,17.65267175572519,272700,77.9694430754066,2.612124199112863,1.429275505174963,9.068506653523905,Other California
06021010400,Glenn County,California,Census Tract 104,39739,750,8.074312254376563,188000,49.60354791022712,1.5858083590915202,3.3060072570891013,38.50288939658648,Other California
06021010501,Glenn County,California,Census Tract 105.01,41887,744,13.401253918495298,181000,32.61748357756443,0.252652854977261,3.612935826174836,60.58615462354725,Other California
06021010502,Glenn County,California,Census Tract 105.02,49224,807,8.736559139784946,346000,76.22950819672131,0,0,19.987389659520808,Other California
06023000100,Humboldt County,California,Census Tract 1,26291,735,1.7773620205799812,274200,70.10130961205832,2.520385470719051,3.088707684704719,12.898443291326908,Other California
06023000200,Humboldt County,California,Census Tract 2,41936,872,4.805491990846682,220400,71.13543091655266,2.154582763337893,6.070451436388509,10.858413132694938,Other California
06023000300,Humboldt County,California,Census Tract 3,42983,969,2.434997936442426,228100,71.08561075041521,0.694549297901253,10.50883285520157,10.010569228446323,Other California
06023000400,Humboldt County,California,Census Tract 4,42708,981,10.517038777908343,248200,69.26438455935907,0.43699927166788,2.8162175285263413,14.97936392328235,Other California
06023000500,Humboldt County,California,Census Tract 5,28175,739,4.845154845154845,216100,74.69650083313498,2.308974053796715,1.809093073077838,8.950249940490359,Other California
06023000600,Humboldt County,California,Census Tract 6,48208,1006,4.304485727231536,260900,75.57959814528593,1.391035548686244,6.73437844998896,9.891808346213292,Other California
06023000700,Humboldt County,California,Census Tract 7,57857,974,8.752475247524751,292700,87.20370013490076,1.329735979957602,1.445365195606089,6.879938331084988,Other California
06023000800,Humboldt County,California,Census Tract 8,61328,1181,11.509785647716681,261300,75.83561643835617,0.20091324200913202,4.675799086757991,7.579908675799087,Other California
06023000900,Humboldt County,California,Census Tract 9,57009,1168,6.945018602728401,388400,83.23802716225876,0.6969263759828439,1.393852751965689,10.739814152966403,Other California
06023001000,Humboldt County,California,Census Tract 10,22853,809,4.873710423336891,342500,66.47398843930635,2.246077621800165,2.196531791907514,17.40710156895128,Other California
06023001101,Humboldt County,California,Census Tract 11.01,34609,1106,3.4839599862021378,268600,72.70258035310096,1.690055832201599,2.7312509431115126,16.734570695639054,Other California
06023001200,Humboldt County,California,Census Tract 12,40814,842,9.159943046986237,414800,74.65794170136823,1.6260162601626011,1.9631171921475308,13.484037279397185,Other California
06023001300,Humboldt County,California,Census Tract 13,34236,1012,8.84450784593438,229700,81.40077821011673,0.622568093385214,0.856031128404669,4.591439688715953,Other California
06023010102,Humboldt County,California,Census Tract 101.02,32750,709,7.045454545454545,253000,60.182496889257564,0.705101617586063,0,11.613438407299876,Other California
06023010200,Humboldt County,California,Census Tract 102,49706,872,8.146399055489963,396400,84.31940422010757,0.372362432767894,1.654944145635084,5.213074058750517,Other California
06023010300,Humboldt County,California,Census Tract 103,48718,1063,14.252472367655614,340800,85.13157894736842,0.21052631578947298,1.105263157894736,3.157894736842105,Other California
06023010400,Humboldt County,California,Census Tract 104,53433,1175,14.909544603867747,307800,82.03276867536795,0.888642043876701,0.860871980005554,7.747847820049985,Other California
06023010501,Humboldt County,California,Census Tract 105.01,50445,901,17.962116263879818,269300,72.14981652537011,1.290649120587118,1.505757307351638,16.095153739086424,Other California
06023010502,Humboldt County,California,Census Tract 105.02,48981,892,14.012184508268058,314000,86.98865589549673,0,1.942248195256101,4.022000687521484,Other California
06023010600,Humboldt County,California,Census Tract 106,59464,1382,10.58139534883721,386500,91.943385955362,0,0.435492651061513,4.246053347849755,Other California
06023010700,Humboldt County,California,Census Tract 107,47332,875,12.138533960995291,249000,70.83791208791209,1.0851648351648349,7.019230769230769,10.70054945054945,Other California
06023010800,Humboldt County,California,Census Tract 108,47593,951,7.414634146341463,250000,78.54330708661418,0,1.058070866141732,13.164370078740156,Other California
06023010901,Humboldt County,California,Census Tract 109.01,40172,791,7.510964912280701,244600,64.4136460554371,0.511727078891258,1.236673773987206,26.78038379530917,Other California
06023010902,Humboldt County,California,Census Tract 109.02,49442,921,17.689530685920577,337300,89.42457231726283,0,0.673924313115604,3.032659409020217,Other California
06023011000,Humboldt County,California,Census Tract 110,47058,984,11.37466307277628,242700,78.11491284699807,0.30126963632451,1.635463740047342,13.879922530664942,Other California
06023011100,Humboldt County,California,Census Tract 111,42143,879,4.134129536058796,210700,84.28901491283344,0.67212770426381,0.966183574879227,7.708464608275572,Other California
06023011200,Humboldt County,California,Census Tract 112,45511,1016,7.006369426751593,347500,82.15827338129496,0,0.345323741007194,13.410071942446042,Other California
06023011500,Humboldt County,California,Census Tract 115,37258,949,17.11509715994021,438100,86.25304136253041,0.821167883211678,0.030413625304136254,7.360097323600972,Other California
06023011600,Humboldt County,California,Census Tract 116,35483,924,12.687969924812032,344100,88.4046052631579,2.68640350877193,0.685307017543859,3.207236842105263,Other California
06023940000,Humboldt County,California,Census Tract 9400,25104,464,18.23617339312407,115800,9.419100754840828,0.7548408270429929,1.1486708237610759,2.6583524778470617,Other California
06023990100,Humboldt County,California,Census Tract 9901,43320,938.0666666666668,9.48238550036824,289783.3333333333,75.59939868111421,0.940626760529548,2.28644896000039,9.966774317032236,Other California
06025010101,Imperial County,California,Census Tract 101.01,43941.23333333333,837.7666666666667,5.263157894736842,143760,8.690504380771962,24.082405872602415,1.633909542978925,63.130475964953824,Southern California
06025010102,Imperial County,California,Census Tract 101.02,27757,683,18.060021436227224,82800,9.989258861439312,2.448979591836734,0.021482277121374863,86.05800214822771,Southern California
06025010200,Imperial County,California,Census Tract 102,34167,650,8.559046587215601,115600,10.429703796412182,2.586566541510221,0.458906967042136,84.14685022945349,Southern California
06025010300,Imperial County,California,Census Tract 103,62833,889,8.849557522123893,208300,46.99551569506726,0,1.79372197309417,48.52017937219731,Southern California
06025010400,Imperial County,California,Census Tract 104,27228,745,26.478494623655912,111100,5.711839530332681,1.908023483365949,0.02446183953033268,92.35567514677105,Southern California
06025010500,Imperial County,California,Census Tract 105,43584,715,13.460642757335817,170300,13.526133453833408,0.8736255460159661,3.4794396746497958,80.38861274288296,Southern California
06025010600,Imperial County,California,Census Tract 106,59333,829,23.961661341853034,167400,30.67617866004963,0.465260545905707,0,66.06699751861042,Southern California
06025010700,Imperial County,California,Census Tract 107,31794,807,24.104683195592287,106800,3.5792709705753176,2.700922266139657,0,93.36846728151076,Southern California
06025010800,Imperial County,California,Census Tract 108,69375,717,12.862318840579709,239900,42.71907216494845,4.5103092783505145,0,43.62113402061856,Southern California
06025010900,Imperial County,California,Census Tract 109,29635,708,23.10924369747899,155000,23.463929449183173,0.318056961110307,0.05782853838369235,75.66864247506145,Southern California
06025011000,Imperial County,California,Census Tract 110,81768,1133,46.46804420951466,193500,19.08694297288875,3.513555624805235,1.410096603303209,73.02898099096292,Southern California
06025011100,Imperial County,California,Census Tract 111,32422,777,19.28853754940711,126100,20.368135184067594,4.767652383826191,1.6898008449004218,69.31200965600482,Southern California
06025011201,Imperial County,California,Census Tract 112.01,81592,1141,46.31474103585657,191800,14.665216715861426,1.087463103930402,2.112785459064781,80.37905856765573,Southern California
06025011202,Imperial County,California,Census Tract 112.02,23879,662,11.265432098765432,60000,5.663134819145049,0.31055900621118004,1.351845085860431,91.43222506393862,Southern California
06025011300,Imperial County,California,Census Tract 113,46344,720,45.65883554647599,160400,6.75747390765965,0.229966389527684,1.07907305855298,91.73005483813904,Southern California
06025011400,Imperial County,California,Census Tract 114,28103,655,13.685015290519878,105300,2.020655590480467,3.7718904355635385,0.022451728783116298,92.63583295913784,Southern California
06025011500,Imperial County,California,Census Tract 115,25805,699,9.67741935483871,112400,5.1205293839609265,1.0241058767921851,1.5755475027572081,91.66535371041435,Southern California
06025011600,Imperial County,California,Census Tract 116,29135,772,1.524535493091948,128800,9.101478159774123,0.7972097658196311,2.0594585617007137,86.92908154791563,Southern California
06025011700,Imperial County,California,Census Tract 117,47670,840,1.456953642384106,160500,10.239531907112816,0.530261473761199,0.78624977143902,85.28067288352533,Southern California
06025011801,Imperial County,California,Census Tract 118.01,90651,1328,17.235901509134234,234200,25.900025900025902,1.502201502201502,4.506604506604505,68.06526806526807,Southern California
06025011802,Imperial County,California,Census Tract 118.02,43833,878,2.63013698630137,167800,18.45216768183447,0.806162665711214,1.397348620566105,78.75313507703332,Southern California
06025011803,Imperial County,California,Census Tract 118.03,93883,1516,65.89073634204276,229700,11.972383492860505,3.5932841675819858,5.193786285893614,78.78550133375177,Southern California
06025011900,Imperial County,California,Census Tract 119,43992,1023,60.4544058949954,175900,3.131430616444484,0,0.805225015657153,96.06334436789837,Southern California
06025012001,Imperial County,California,Census Tract 120.01,19737,749,1.300813008130081,154800,0.957720158841392,0.186872226115393,0,98.03784162578836,Southern California
06025012002,Imperial County,California,Census Tract 120.02,59089,1210,43.24022346368715,214200,3.2548343863679876,0.04786521156423511,1.981619758759333,94.71568064330845,Southern California
06025012100,Imperial County,California,Census Tract 121,20339,772,5.836753305973552,100700,0.819794306155909,0,0.402444477567446,98.76285586525564,Southern California
06025012200,Imperial County,California,Census Tract 122,34319,769,8.08383233532934,147200,1.2963205447165111,0,0.589236611234778,98.11444284404872,Southern California
06025012301,Imperial County,California,Census Tract 123.01,45848,975,50.64805583250249,104800,15.09577090840129,19.230039825526262,1.137872179025222,61.17959415892281,Southern California
06025012302,Imperial County,California,Census Tract 123.02,29539,798,43.92556179775281,71400,27.127393838467945,1.8984179850124892,0,69.84179850124896,Southern California
06025012400,Imperial County,California,Census Tract 124,25000,434,8.945908460471568,38200,86.47125140924464,3.043968432919954,1.691093573844419,7.891770011273957,Southern California
06025940000,Imperial County,California,Census Tract 9400,29583,539,9.55315870570108,77900,17.84121320249777,0.490633363068688,1.11507582515611,35.41480820695807,Southern California
06027000100,Inyo County,California,Census Tract 1,44886,763,9.58302852962692,51700,74.82941622441244,0,0.9097801364670199,23.047763457164518,Other California
06027000200,Inyo County,California,Census Tract 2,84531,1100,15.343915343915343,357100,69.27990708478514,4.5876887340301975,2.439024390243902,15.911730545876887,Other California
06027000300,Inyo County,California,Census Tract 3,89833,1183,10.831889081455806,404000,81.41592920353983,0.6637168141592921,0.294985250737463,12.979351032448374,Other California
06027000400,Inyo County,California,Census Tract 4,38476,855,7.543731778425657,215200,50.29059829059829,0.564102564102564,1.401709401709401,27.23076923076923,Other California
06027000500,Inyo County,California,Census Tract 5,54423,809,9.124087591240876,189000,61.0534716679968,0.03990422984836393,2.3543495610534713,13.72705506783719,Other California
06027000800,Inyo County,California,Census Tract 8,36000,653,11.174340403517848,156000,65.07936507936508,1.65631469979296,0.241545893719806,24.016563146997928,Other California
06029000101,Kern County,California,Census Tract 1.01,55677,1039,37.56418155678784,156300,73.46626938650775,1.5356406142562449,0.213920085568034,22.55328902131561,Other California
06029000102,Kern County,California,Census Tract 1.02,42008,927,0,120100,83.08212857582282,0,0,9.135650569055676,Other California
06029000200,Kern County,California,Census Tract 2,27832,726,1.293103448275862,104700,74.88341968911917,2.059585492227979,0,18.069948186528496,Other California
06029000300,Kern County,California,Census Tract 3,28864,834,1.9895287958115178,87100,69.2768411712511,0.5323868677905941,1.6858917480035491,22.382431233362908,Other California
06029000400,Kern County,California,Census Tract 4,23000,715,4.963805584281282,165838.19444444444,71.37981472452462,0.316918576304241,0.68259385665529,18.186250609458803,Other California
06029000503,Kern County,California,Census Tract 5.03,101065,1632,53.708333333333336,284100,67.54147402774,1.849333695947783,10.008158825129183,18.520533043241777,Other California
06029000504,Kern County,California,Census Tract 5.04,43036,777,12.121212121212121,254200,63.36006753904601,0.780920219501899,2.490502321654706,32.35542422963276,Other California
06029000505,Kern County,California,Census Tract 5.05,85476,1567,3.002793296089385,246300,75.17802644964394,2.2889114954221768,2.619532044760936,16.480162767039673,Other California
06029000506,Kern County,California,Census Tract 5.06,61528,1266,65.6655844155844,242300,60.81237911025145,4.37137330754352,9.245647969052225,21.97292069632495,Other California
06029000507,Kern County,California,Census Tract 5.07,76533,923,50.21929824561403,247900,68.03182086034178,0.353565114908662,2.474955804360636,27.018267530936946,Other California
06029000600,Kern County,California,Census Tract 6,21912,736,0.930898675259577,32900,37.070524412296564,13.532248342374926,0.06027727546714888,44.288728149487646,Other California
06029000700,Kern County,California,Census Tract 7,52520,1229,1.5212981744421898,162000,42.452653290830675,0.150009375585974,0.6750421901368829,54.22838927432964,Other California
06029000800,Kern County,California,Census Tract 8,55547,1134,1.4952153110047839,130400,35.09275196022184,0.22948938611589198,1.950659781985083,60.738190858672795,Other California
06029000902,Kern County,California,Census Tract 9.02,54813,971,4.369274136715997,155300,40.676087558880575,4.128567470213355,1.246882793017456,52.39678581324466,Other California
06029000903,Kern County,California,Census Tract 9.03,46823,753,1.6249153689911982,180900,31.34020618556701,2.242268041237113,4.329896907216495,61.52061855670104,Other California
06029000904,Kern County,California,Census Tract 9.04,47583,897,2.4500322372662793,142800,28.47058823529412,1.5614973262032081,6.909090909090909,57.390374331550795,Other California
06029000905,Kern County,California,Census Tract 9.05,55809,793,0,162900,22.800338409475465,1.903553299492386,0,72.54653130287649,Other California
06029000906,Kern County,California,Census Tract 9.06,48750,1078,0,145700,24.428538443777416,0.9928422996998381,0.9235742322789189,72.01570076194874,Other California
06029000907,Kern County,California,Census Tract 9.07,42188,1150,7.387862796833773,105600,21.39992708713088,2.442581115566897,1.020780167699599,70.79839591687933,Other California
06029000908,Kern County,California,Census Tract 9.08,57267,1042,12.036566785170136,190400,38.00751879699248,11.033834586466163,1.484962406015037,47.29323308270677,Other California
06029000909,Kern County,California,Census Tract 9.09,91845,1712,9.154929577464788,288000,54.88159534690487,1.038637307852098,8.226007478188617,31.86539260490237,Other California
06029000910,Kern County,California,Census Tract 9.10,65848,948,36.33964979611417,222500,41.59178433889602,4.17201540436457,6.308454061984229,44.66348798826334,Other California
06029001000,Kern County,California,Census Tract 10,62694,1003,38.26863620748884,155400,33.006964772383164,0.01009387301907742,0.918542444736045,64.69163217926719,Other California
06029001101,Kern County,California,Census Tract 11.01,35291,893,6.98005698005698,91100,19.385206532180597,0.537944284341978,0.480307396733909,79.32756964457252,Other California
06029001102,Kern County,California,Census Tract 11.02,29922,864,0.6305832895428269,81800,13.638331649588686,4.791456198585654,1.6019627651897819,79.47755808919035,Other California
06029001103,Kern County,California,Census Tract 11.03,24830,806,15.75037147102526,75600,7.689335394126738,2.067233384853168,0.44435857805255,88.04095826893355,Other California
06029001201,Kern County,California,Census Tract 12.01,26572,867,9.831824062095732,105400,12.273991655076497,4.450625869262865,0,79.0681502086231,Other California
06029001202,Kern County,California,Census Tract 12.02,21746,670,11.250682687056251,89200,12.988851530702531,6.193594054149708,1.6103344540789237,77.2783578127765,Other California
06029001300,Kern County,California,Census Tract 13,25828,763,9.272649936197363,86800,4.281425401383632,7.7143975982247746,0.91371883566114,85.18470173606579,Other California
06029001400,Kern County,California,Census Tract 14,23266,737,3.755102040816326,77900,9.897684437264404,3.7910608508346786,0.850834679590737,83.52180936995154,Other California
06029001500,Kern County,California,Census Tract 15,24495,680,0,78700,8.619344773790951,11.466458658346331,0,79.91419656786272,Other California
06029001600,Kern County,California,Census Tract 16,25968,630,32.808398950131235,195800,30.401529636711285,9.623964308476737,3.186743148502231,44.42319949012109,Other California
06029001700,Kern County,California,Census Tract 17,51474,869,3.3980582524271843,253500,59.00590551181102,2.7805118110236218,10.679133858267715,25.27066929133858,Other California
06029001801,Kern County,California,Census Tract 18.01,49833,863,5.018761726078799,183000,39.955774791631235,10.324885184555196,2.687531893179112,44.34427623745535,Other California
06029001802,Kern County,California,Census Tract 18.02,58435,1099,1.46731880835927,216900,44.002317944755646,8.692292833687464,2.839482325671238,41.336681475758155,Other California
06029001901,Kern County,California,Census Tract 19.01,42166,858,0,156700,45.59756407003299,4.4151230652118745,3.93301192590713,44.07510784064958,Other California
06029001902,Kern County,California,Census Tract 19.02,30858,777,0.3659174072138,131700,27.697609304329095,13.396510876588414,3.855265991815636,52.09993538660349,Other California
06029002000,Kern County,California,Census Tract 20,23000,693,22.566547477155343,163000,10.245269796776455,21.247372109320253,2.382620882971268,61.723896285914506,Other California
06029002100,Kern County,California,Census Tract 21,25457,842,3.2640949554896137,89300,1.8441403926234379,7.406305770374777,0,90.36287923854847,Other California
06029002200,Kern County,California,Census Tract 22,19904,731,7.10093896713615,71300,1.324623480312103,17.328978406822717,0.235891852658319,78.6790056251134,Other California
06029002301,Kern County,California,Census Tract 23.01,27911,899,18.40958605664488,111400,8.669833729216151,7.235519824593458,0.356294536817102,82.08477982824776,Other California
06029002302,Kern County,California,Census Tract 23.02,30858,766,28.40043525571273,68700,1.142379492894956,0,0,98.74616884926164,Other California
06029002400,Kern County,California,Census Tract 24,39823,908,58.582255907267054,164100,13.397303534556054,3.7167496659783796,2.332078221790355,78.54973885582413,Other California
06029002500,Kern County,California,Census Tract 25,29950,760,18.94339622641509,87900,11.753029669870456,10.96949435854576,2.078980359381529,74.5403259506895,Other California
06029002600,Kern County,California,Census Tract 26,32563,881,0,90600,12.063867534003549,11.088113542282672,0.05913660555884093,72.56061502069781,Other California
