GEOID,county,state,tract,medincome,rent,pnewh,medhval,pwht,pblk,pasn,phsp,region
06085503324,Santa Clara County,California,Census Tract 5033.24,114643,2553,0,747800,9.15924276169265,2.616926503340757,71.96547884187082,14.643652561247217,Bay Area
06085503325,Santa Clara County,California,Census Tract 5033.25,115625,2074,0,644800,12.329046744233516,0.9797917942437231,65.05409267197388,20.96346193100633,Bay Area
06085503326,Santa Clara County,California,Census Tract 5033.26,170903,1568,47.159404302261436,964200,6.034364261168384,3.47766323024055,76.5085910652921,11.917525773195877,Bay Area
06085503327,Santa Clara County,California,Census Tract 5033.27,84875,2323,6.442769019876628,617400,17.19681908548708,2.763419483101391,49.04572564612326,28.349900596421474,Bay Area
06085503329,Santa Clara County,California,Census Tract 5033.29,170071,2750,11.959798994974873,850500,11.68478260869565,2.581521739130434,68.80434782608695,12.880434782608695,Bay Area
06085503330,Santa Clara County,California,Census Tract 5033.30,185408,2852,41.60649819494584,1081000,10.163443830570902,0.023020257826887665,77.70488029465929,10.900092081031309,Bay Area
06085503331,Santa Clara County,California,Census Tract 5033.31,86705,1636,4.551820728291316,640000,36.54066437571592,5.269186712485681,32.81786941580756,22.47995418098511,Bay Area
06085503332,Santa Clara County,California,Census Tract 5033.32,82092,2389,5.273361768127181,741500,58.83957802837395,1.036740632957439,25.172790105492904,11.11313204801746,Bay Area
06085503333,Santa Clara County,California,Census Tract 5033.33,139914,2342,7.494322482967449,721000,24.41282746160795,2.326106594399277,46.86088527551942,21.04787714543812,Bay Area
06085503334,Santa Clara County,California,Census Tract 5033.34,211442,2623,35.623599701269605,1193700,21.552224933193912,1.6265830138259552,65.29568955501335,8.330428720808644,Bay Area
06085503336,Santa Clara County,California,Census Tract 5033.36,88681,1681,0,468700,4.420772303595206,2.822902796271638,48.22902796271638,40.21304926764314,Bay Area
06085503337,Santa Clara County,California,Census Tract 5033.37,82946,2018,6.3444108761329305,429100,10.56563500533618,3.041622198505869,59.63180362860192,24.386339381003204,Bay Area
06085503401,Santa Clara County,California,Census Tract 5034.01,60455,2099,1.694915254237288,433600,2.0869191049913938,0.731497418244406,14.65146299483649,73.25731497418244,Bay Area
06085503402,Santa Clara County,California,Census Tract 5034.02,54221,1352,0.717131474103585,505900,0.689655172413793,1.018062397372742,31.05090311986864,65.87848932676519,Bay Area
06085503504,Santa Clara County,California,Census Tract 5035.04,71404,2010,0,361300,0.248100480694681,0.21708792060784599,23.461001705690805,73.26717320514808,Bay Area
06085503506,Santa Clara County,California,Census Tract 5035.06,60733,1745,0,505700,3.263327948303716,1.211631663974151,30.953150242326334,61.42164781906301,Bay Area
06085503507,Santa Clara County,California,Census Tract 5035.07,104219,2057,0,505300,2.045633359559402,2.006294256490952,18.174665617623916,77.69472856018884,Bay Area
06085503508,Santa Clara County,California,Census Tract 5035.08,67180,2106,1.341752170481452,452500,5.228297632468996,3.46674182638106,12.950958286358514,71.22322435174746,Bay Area
06085503509,Santa Clara County,California,Census Tract 5035.09,86181,1990,1.104972375690607,470800,5.03875968992248,2.4806201550387588,32.50645994832041,58.6046511627907,Bay Area
06085503510,Santa Clara County,California,Census Tract 5035.10,56051,1569,0.99502487562189,451100,7.073531830893239,2.780062510281296,15.808521138345121,71.44267149202172,Bay Area
06085503511,Santa Clara County,California,Census Tract 5035.11,97862,2243,1.82648401826484,484500,8.503937007874015,2.7559055118110227,41.94225721784777,41.968503937007874,Bay Area
06085503601,Santa Clara County,California,Census Tract 5036.01,51910,1324,15.494505494505495,479400,24.03258655804481,0,16.76849966055669,54.24304141208418,Bay Area
06085503602,Santa Clara County,California,Census Tract 5036.02,49796,1110,17.142857142857142,429700,5.163871951219512,4.801829268292683,26.63871951219512,62.862042682926834,Bay Area
06085503703,Santa Clara County,California,Census Tract 5037.03,60877,1297,3.229166666666667,394300,2.064428312159709,4.7867513611615236,22.141560798548092,70.23593466424683,Bay Area
06085503707,Santa Clara County,California,Census Tract 5037.07,81977,1820,1.832993890020366,372400,3.985856637737062,4.178720668595307,36.75666988106718,53.584056573449054,Bay Area
06085503708,Santa Clara County,California,Census Tract 5037.08,71157,1955.4932249322496,0,447400,5.828571428571429,1.638095238095238,69.75238095238096,22.095238095238095,Bay Area
06085503709,Santa Clara County,California,Census Tract 5037.09,29545,816,27.22689075630252,465000,1.548409052237536,1.2761613067891782,57.937723328228685,38.82933469457206,Bay Area
06085503710,Santa Clara County,California,Census Tract 5037.10,31667,897,35.45706371191136,433300,4.487678339818418,0.5706874189364459,26.14785992217899,62.80155642023346,Bay Area
06085503711,Santa Clara County,California,Census Tract 5037.11,65703,1529,5.581835383159887,457000,3.7922987164527417,0.350058343057176,14.11901983663944,81.09684947491247,Bay Area
06085503712,Santa Clara County,California,Census Tract 5037.12,31903,1137,29.59830866807611,358300,7.497541789577188,1.450344149459193,42.6007866273353,46.779744346116026,Bay Area
06085503713,Santa Clara County,California,Census Tract 5037.13,29390,1242,0.68259385665529,239900,5.238095238095238,2.126984126984127,30.22222222222222,58.22222222222222,Bay Area
06085503802,Santa Clara County,California,Census Tract 5038.02,87778,1699,8.981521272024064,555800,18.23967339097022,3.025936599423631,36.083093179634965,39.373198847262245,Bay Area
06085503803,Santa Clara County,California,Census Tract 5038.03,83173,1664,7.0686070686070686,599600,15.250681770505558,1.153765470946087,67.00230753094189,14.096916299559473,Bay Area
06085503804,Santa Clara County,California,Census Tract 5038.04,75805,1864,23.46760070052539,458200,10.673443456162644,1.161735342167362,57.41513886367762,28.89816663641314,Bay Area
06085503902,Santa Clara County,California,Census Tract 5039.02,59896,1626,2.9169308814204182,493900,10.925860234125576,0.9755232351897829,17.027314650585314,68.55267825470025,Bay Area
06085503903,Santa Clara County,California,Census Tract 5039.03,65250,1565,17.455310199789693,470200,7.1130869686023885,2.083912197832731,37.59377604890247,52.153375937760494,Bay Area
06085504001,Santa Clara County,California,Census Tract 5040.01,66875,1460,5.2063492063492065,407700,4.554109806410663,1.5074579498571878,18.56553475087274,74.64297048556014,Bay Area
06085504002,Santa Clara County,California,Census Tract 5040.02,57188,1449,17.581653926337733,411900,4.28921568627451,1.746323529411764,25.38296568627451,65.41053921568627,Bay Area
06085504101,Santa Clara County,California,Census Tract 5041.01,70824,1593,7.266121707538602,498500,12.308622078968574,1.087832393231265,14.323126510878323,69.05721192586624,Bay Area
06085504102,Santa Clara County,California,Census Tract 5041.02,73958,1781,4.735376044568245,469100,6.213114754098361,1,15.918032786885247,75.73770491803279,Bay Area
06085504201,Santa Clara County,California,Census Tract 5042.01,138250,1792,5.758582502768549,692700,38.35078534031414,2.374719521316379,25.037397157816006,32.87210172026926,Bay Area
06085504202,Santa Clara County,California,Census Tract 5042.02,134063,2010,6.8079640333975595,780600,34.578485405184736,0.36742192284139596,21.963666054296795,39.722392324964275,Bay Area
06085504307,Santa Clara County,California,Census Tract 5043.07,98667,1747,6.670403587443946,646200,16.95067264573991,3.677130044843049,62.4932735426009,13.991031390134529,Bay Area
06085504308,Santa Clara County,California,Census Tract 5043.08,121767,1128,6.0625814863103,742200,28.58117326057299,0.8185538881309681,51.38699408822192,15.075034106412005,Bay Area
06085504311,Santa Clara County,California,Census Tract 5043.11,127348,2153,6.515463917525772,700200,12.243767313019392,0.249307479224376,75.54016620498615,5.761772853185595,Bay Area
06085504314,Santa Clara County,California,Census Tract 5043.14,102254,2283,0.518134715025906,678000,10.502377506719041,2.646268348149679,59.35497209013852,24.560678106264216,Bay Area
06085504315,Santa Clara County,California,Census Tract 5043.15,95625,1960,0,595000,13.335317755618394,1.6371483851763649,64.17621669891352,15.076648310760529,Bay Area
06085504316,Santa Clara County,California,Census Tract 5043.16,100536,2087,4.332874828060523,574000,10.609146454360303,3.610442510646176,63.76596926495094,20.829476022958712,Bay Area
06085504317,Santa Clara County,California,Census Tract 5043.17,102404,2526,0,633100,10.110519852640195,0.184199754400327,76.74989766680311,8.677855096193204,Bay Area
06085504318,Santa Clara County,California,Census Tract 5043.18,57177,1324,36.144578313253014,85600,10.596278009874668,0.702620584884162,49.96202050892518,37.75161412837068,Bay Area
06085504319,Santa Clara County,California,Census Tract 5043.19,103153,2049,18.29909221213569,626600,15.007490126651232,1.075854555358845,66.03568023968405,14.258477461527985,Bay Area
06085504320,Santa Clara County,California,Census Tract 5043.20,110875,2572,0.351699882766705,660900,14.46121446121446,1.684801684801684,74.27167427167427,5.967005967005967,Bay Area
06085504321,Santa Clara County,California,Census Tract 5043.21,100048,2016,3.3728919425359147,623900,13.019390581717452,0.350877192982456,65.74330563250231,17.39612188365651,Bay Area
06085504322,Santa Clara County,California,Census Tract 5043.22,121625,1900,16.47438855560683,621300,12.920565399163847,2.349193708938881,72.36711128807485,11.248258013139555,Bay Area
06085504323,Santa Clara County,California,Census Tract 5043.23,96250,2189,12.76595744680851,661500,7.398843930635839,0.7431874483897599,77.22543352601156,11.213872832369942,Bay Area
06085504410,Santa Clara County,California,Census Tract 5044.10,87647,1557,0.56406124093473,572400,16.167023554603855,4.2184154175588855,64.60385438972163,11.905781584582439,Bay Area
06085504411,Santa Clara County,California,Census Tract 5044.11,100701,2404,0,607500,17.535287730727468,0.90481360839667,56.713716974303296,19.18204849800941,Bay Area
06085504412,Santa Clara County,California,Census Tract 5044.12,72095,1715,8.15450643776824,553900,7.973931378186698,2.7027027027027026,63.235576001533445,24.09430707303048,Bay Area
06085504413,Santa Clara County,California,Census Tract 5044.13,100670,985,1.486486486486486,686500,15.008431703204048,1.7425519955030908,76.95334457560428,2.529510961214165,Bay Area
06085504414,Santa Clara County,California,Census Tract 5044.14,140610,2651,5.174563591022443,791600,9.309153713298791,2.158894645941278,79.51640759930916,5.33678756476684,Bay Area
06085504415,Santa Clara County,California,Census Tract 5044.15,124875,2226,2.03955500618047,748700,17.128553549079207,1.0548900411228321,67.01233684963347,12.229572680135883,Bay Area
06085504416,Santa Clara County,California,Census Tract 5044.16,107500,2285,0,572000,12.093023255813952,5.745554035567714,62.18878248974008,15.95075239398085,Bay Area
06085504417,Santa Clara County,California,Census Tract 5044.17,100750,1955.4932249322496,21.705426356589147,1000000,35.609756097560975,0,31.951219512195124,32.4390243902439,Bay Area
06085504418,Santa Clara County,California,Census Tract 5044.18,86250,1706,10.177935943060499,584300,11.716570578389437,0.688116049841919,57.3182071787242,25.4416961130742,Bay Area
06085504420,Santa Clara County,California,Census Tract 5044.20,113426,2066,3.234501347708895,781500,19.155774587529464,0.664238268695093,65.58817227340904,9.406470966359544,Bay Area
06085504421,Santa Clara County,California,Census Tract 5044.21,120268,2486,0,677700,12.170263788968825,0.159872102318145,73.98081534772182,11.33093525179856,Bay Area
06085504422,Santa Clara County,California,Census Tract 5044.22,96094,1158,0.648148148148148,571300,7.774662248279378,3.6706602090237057,65.23069079785878,20.902370634718327,Bay Area
06085504423,Santa Clara County,California,Census Tract 5044.23,116133,2142,3.3285094066570187,620800,27.363952142030108,2.045542261675029,51.254341952913926,17.753763025858742,Bay Area
06085504504,Santa Clara County,California,Census Tract 5045.04,104332,1909,76.68161434977578,587500,10.219675262655203,3.3641090947681205,67.67483816194418,15.21808341292582,Bay Area
06085504505,Santa Clara County,California,Census Tract 5045.05,116791,2277,47.38330975954738,640800,9.594306049822064,0.156583629893238,73.33807829181495,13.138790035587188,Bay Area
06085504506,Santa Clara County,California,Census Tract 5045.06,93558,2141,11.925411968777103,382000,8.838268792710705,2.3234624145785867,75.68716780561883,11.0250569476082,Bay Area
06085504507,Santa Clara County,California,Census Tract 5045.07,88191,1700,5.188421627525942,570500,13.605115907274183,0.7993605115907271,56.706634692246205,24.04476418864908,Bay Area
06085504601,Santa Clara County,California,Census Tract 5046.01,65250,1207,21.813031161473088,96000,52.013808975834294,2.186421173762946,16.225546605293438,27.963176064441885,Bay Area
06085504602,Santa Clara County,California,Census Tract 5046.02,77734,1546,31.36986301369863,508300,20.0817577925396,3.270311701584057,25.08942258559019,50.07664793050588,Bay Area
06085504700,Santa Clara County,California,Census Tract 5047,81563,3105,40,814412.095890411,50.332005312084995,24.43559096945551,1.062416998671978,16.201859229747676,Bay Area
06085504802,Santa Clara County,California,Census Tract 5048.02,81008,2004,10.048886474741987,251100,27.50790991997022,1.377256653638563,42.88107202680067,26.67038898194677,Bay Area
06085504803,Santa Clara County,California,Census Tract 5048.03,115625,2325,32.017034456058845,503900,21.55408673222634,3.901338062227954,55.15073351604063,16.65323230694825,Bay Area
06085504805,Santa Clara County,California,Census Tract 5048.05,87572,2430,40.55077452667814,142100,54.27091043671355,4.781643227239082,25.729089563286458,12.923760177646187,Bay Area
06085504806,Santa Clara County,California,Census Tract 5048.06,101908,2535,0.512820512820512,639700,21.056218057921637,2.3168654173764898,41.737649063032364,29.540034071550252,Bay Area
06085504901,Santa Clara County,California,Census Tract 5049.01,147904,2461,60.164319248826295,836100,25.007080147267065,1.850278485792504,65.29783819503446,3.143585386576041,Bay Area
06085505001,Santa Clara County,California,Census Tract 5050.01,124329,2157,20.260223048327138,743900,26.44181781128999,5.298553087426126,51.39596494803342,14.897085795801916,Bay Area
06085505006,Santa Clara County,California,Census Tract 5050.06,151180,2612,44.88636363636363,592500,29.452571256220782,2.412909063489669,60.94103453476097,5.51952948273262,Bay Area
06085505007,Santa Clara County,California,Census Tract 5050.07,107917,2073,2.034587995930824,646200,26.420784040825794,1.716539086058919,46.856877754581305,21.595917420552077,Bay Area
06085505008,Santa Clara County,California,Census Tract 5050.08,127332,2467,72.20412595005429,814412.095890411,24.481175390266298,4.003673094582186,57.92470156106519,9.95408631772268,Bay Area
06085505009,Santa Clara County,California,Census Tract 5050.09,100425,2304,34.55838767042086,76700,24.079655543595262,5.005382131324004,37.481162540365986,32.18514531754575,Bay Area
06085505100,Santa Clara County,California,Census Tract 5051,64676,1348,49.28284566838784,510200,20.93768200349447,2.591729761211415,36.19685497961561,36.28421665695981,Bay Area
06085505202,Santa Clara County,California,Census Tract 5052.02,68438,1429,8.29858215179316,632500,27.861565327829812,3.2068582314653122,26.877282108271157,35.592951262105096,Bay Area
06085505203,Santa Clara County,California,Census Tract 5052.03,93271,2395,46.76354029062087,650300,45.18976169461607,4.148278905560459,25.436893203883493,17.793468667255077,Bay Area
06085505301,Santa Clara County,California,Census Tract 5053.01,93816,1660,7.362784471218206,618500,20.324836453868713,5.662079855628243,43.49199187908865,26.257613354387548,Bay Area
06085505302,Santa Clara County,California,Census Tract 5053.02,105042,1805,2.818791946308724,641800,36.73844537815126,4.936974789915967,31.74894957983193,20.929621848739497,Bay Area
06085505303,Santa Clara County,California,Census Tract 5053.03,76105,1670,0.620017714791851,633500,31.438721136767317,6.701114161149685,29.64637493944776,30.00161472630389,Bay Area
06085505304,Santa Clara County,California,Census Tract 5053.04,123616,2623,3.832442067736185,736100,35.194730813287514,2.605956471935853,34.50744558991982,24.42726231386025,Bay Area
06085505305,Santa Clara County,California,Census Tract 5053.05,109750,1772,9.672897196261681,742400,38.525297876014506,3.5572439993092733,47.832844068381974,7.477119668451045,Bay Area
06085505401,Santa Clara County,California,Census Tract 5054.01,103854,2106,19.312362838332113,697300,25.069423017587166,3.1471767972847884,55.78525146559704,8.947855600123418,Bay Area
06085505402,Santa Clara County,California,Census Tract 5054.02,105868,1750,2.4326672458731537,621700,36.35505193578848,0.8183821214982681,32.79823733081523,24.173748819641173,Bay Area
06085505403,Santa Clara County,California,Census Tract 5054.03,82238,1960,6.7053280173976075,611400,28.142198423322924,1.9039119440725858,39.29793247062323,25.271456195150975,Bay Area
06085505500,Santa Clara County,California,Census Tract 5055,90000,1497,3.4834834834834827,704400,44.05858729033782,6.260335459484999,20.103945192534844,25.46657217103709,Bay Area
06085505600,Santa Clara County,California,Census Tract 5056,51104,1417,12.23128243143069,683700,52.443609022556394,3.594924812030075,19.50187969924812,20.93515037593985,Bay Area
06085505700,Santa Clara County,California,Census Tract 5057,73547,1794,2.925639983746444,765700,44.472971045499925,3.066609613464555,20.367993153615743,26.31578947368421,Bay Area
06085505800,Santa Clara County,California,Census Tract 5058,105000,1953,0.74580484773151,745800,54.69641930461858,0.752464971458225,12.298910223144784,25.53191489361702,Bay Area
06085505900,Santa Clara County,California,Census Tract 5059,89811,1707,4.058929645219482,811000,48.69397855375309,6.351388507011273,24.92438823205939,16.86829804784163,Bay Area
06085506000,Santa Clara County,California,Census Tract 5060,103222,2086,1.211163770405476,708000,52.82196556984092,4.271083024624101,23.643495314883417,16.88821093920244,Bay Area
06085506101,Santa Clara County,California,Census Tract 5061.01,100345,1878,2.355580482333146,886800,40.76939608854502,5.26542015903718,29.42187835804857,17.451106812808938,Bay Area
06085506102,Santa Clara County,California,Census Tract 5061.02,119904,2248,4.522924411400247,783800,45.85259722599946,2.8011966276856133,37.77536034810987,10.497688332880065,Bay Area
06085506103,Santa Clara County,California,Census Tract 5061.03,113958,1964,3.988269794721408,949200,32.285368802902056,1.551793631600161,52.09592906086256,10.29826682789198,Bay Area
06085506202,Santa Clara County,California,Census Tract 5062.02,123713,1783,2.150117279124316,986200,41.32059800664451,1.7995570321151708,44.85049833887043,7.267441860465117,Bay Area
06085506203,Santa Clara County,California,Census Tract 5062.03,89583,1779,2.092212320805889,577500,14.482552044331287,3.504567919724427,65.1490190205182,14.287853826568819,Bay Area
06085506204,Santa Clara County,California,Census Tract 5062.04,98438,1648,0,854700,32.25973131243541,2.239063038236307,53.961419221495014,9.231829142266621,Bay Area
06085506301,Santa Clara County,California,Census Tract 5063.01,84683,1739,4.611650485436893,699700,42.13926776740847,7.609475951184494,31.855707106963386,14.967695620961951,Bay Area
06085506302,Santa Clara County,California,Census Tract 5063.02,107500,1842,6.895208414491624,825200,47.92228052758474,2.694653240675081,25.726847255708414,20.479364629130618,Bay Area
06085506304,Santa Clara County,California,Census Tract 5063.04,78147,1774,8.870255957634598,682200,27.723618949888834,2.343081922353343,32.768941337438,31.708568496664956,Bay Area
06085506305,Santa Clara County,California,Census Tract 5063.05,51161,1482,0.822737471952131,751900,28.743394010569585,11.112742219612448,20.317087492660015,35.65766294773928,Bay Area
06085506401,Santa Clara County,California,Census Tract 5064.01,86056,1830,26.58546829063419,810700,33.34610227925685,6.876077379812297,22.620187703505078,26.68071250718253,Bay Area
06085506402,Santa Clara County,California,Census Tract 5064.02,77089,1610,1.47741663149008,825800,44.63820078226858,5.4921773142112125,13.510430247718382,33.344198174706655,Bay Area
06085506501,Santa Clara County,California,Census Tract 5065.01,49539,1514,6.646751306945482,537700,21.42031591113394,4.1222550404520355,20.20033388981636,46.46205213817902,Bay Area
06085506502,Santa Clara County,California,Census Tract 5065.02,121053,2131,13.076152304609218,631200,62.96296296296296,5.270655270655271,10.327635327635328,16.761633428300097,Bay Area
06085506503,Santa Clara County,California,Census Tract 5065.03,92004,1646,4.770642201834862,708800,54.40921280959142,0.8834200978072251,17.33711941946679,22.03817636851238,Bay Area
06085506601,Santa Clara County,California,Census Tract 5066.01,94306,1526,4.83689538807649,851000,39.896694214876035,2.892561983471074,29.979338842975206,21.797520661157023,Bay Area
06085506603,Santa Clara County,California,Census Tract 5066.03,121833,2013,3.8841807909604524,850700,44.684944684944675,0.889850889850889,32.082732082732086,13.636363636363635,Bay Area
06085506604,Santa Clara County,California,Census Tract 5066.04,113622,1762,4.971751412429379,906600,56.79933665008292,0.386954118297401,29.159756771697072,8.139856274184632,Bay Area
06085506605,Santa Clara County,California,Census Tract 5066.05,79345,1505,0.504413619167717,839700,35.99127484246243,2.593310712554532,29.10809500727096,27.290353853611244,Bay Area
06085506606,Santa Clara County,California,Census Tract 5066.06,91136,1570,3.3353186420488385,822000,48.468589313659734,0.894254415381175,24.45785826067516,21.19382964453387,Bay Area
06085506701,Santa Clara County,California,Census Tract 5067.01,132401,2126,3.878326996197719,899000,58.16048034934498,0,21.2882096069869,14.710698689956331,Bay Area
06085506702,Santa Clara County,California,Census Tract 5067.02,105313,1770,3.7889688249400475,883300,55.894408919495,1.8363666174782751,19.216264961469093,19.0359075258239,Bay Area
06085506703,Santa Clara County,California,Census Tract 5067.03,119896,1906,5.516759776536312,824300,59.61591220850481,3.868312757201646,18.21673525377229,12.482853223593963,Bay Area
06085506801,Santa Clara County,California,Census Tract 5068.01,109432,2002,2.3399558498896242,1315500,72.34678624813155,0.913469523334994,13.668825776449095,8.287659857166583,Bay Area
06085506802,Santa Clara County,California,Census Tract 5068.02,117204,1987,2.222222222222222,854700,67.22222222222223,1.145833333333333,14.409722222222221,12.51736111111111,Bay Area
06085506803,Santa Clara County,California,Census Tract 5068.03,125417,1492,0,858700,60.30777762373493,0.332732566199916,21.25329266601969,15.180923332871204,Bay Area
06085506804,Santa Clara County,California,Census Tract 5068.04,164091,2461,1.874062968515742,961600,66.66666666666666,0.36414565826330497,20.392156862745097,8.067226890756302,Bay Area
06085506900,Santa Clara County,California,Census Tract 5069,130221,2132,5.979457079970653,1357300,76.15713730066122,0.414883962141838,13.081809931284843,5.199014650589913,Bay Area
06085507001,Santa Clara County,California,Census Tract 5070.01,152875,1893,10.244786944696283,1685500,85.31098367887076,1.014556682840758,5.7638582561388025,5.9255991765916765,Bay Area
06085507002,Santa Clara County,California,Census Tract 5070.02,237656,2070,2.4253731343283578,1857500,76.55928718300206,1.9191226867717608,11.514736120630568,4.078135709389993,Bay Area
06085507100,Santa Clara County,California,Census Tract 5071,87500,1675,7.122302158273381,1564200,75.02668089647813,2.88153681963714,7.4350764852365705,11.27712557808609,Bay Area
06085507203,Santa Clara County,California,Census Tract 5072.03,147000,2378,20.735785953177256,1068900,70.26845637583892,0.436241610738255,18.7248322147651,6.442953020134229,Bay Area
06085507205,Santa Clara County,California,Census Tract 5072.05,149531,1951,4.833679833679834,1172500,79.26023778071334,0,15.940114487010126,3.258476442095993,Bay Area
06085507206,Santa Clara County,California,Census Tract 5072.06,203250,2193,10.79646017699115,2000001,76.95285010555946,0,17.80436312456017,3.448275862068965,Bay Area
06085507301,Santa Clara County,California,Census Tract 5073.01,150893,1955.4932249322496,10.087025316455696,2000001,48.30868355542539,0,41.953433884902616,5.491287157709767,Bay Area
06085507302,Santa Clara County,California,Census Tract 5073.02,171394,3098,15.598885793871867,2000001,64.2258064516129,0,28.580645161290324,3.483870967741935,Bay Area
06085507401,Santa Clara County,California,Census Tract 5074.01,176552,3501,1.61038961038961,1601400,36.15728328865058,0.571939231456657,57.890974084003574,1.697944593386952,Bay Area
06085507402,Santa Clara County,California,Census Tract 5074.02,136644,3000,5.138339920948617,1373000,56.725857455606906,1.143274142544393,29.068353198735103,8.294818778885917,Bay Area
06085507500,Santa Clara County,California,Census Tract 5075,153472,3089,5.281173594132029,1835500,34.13793103448276,0.275862068965517,63.51724137931034,0.793103448275862,Bay Area
06085507600,Santa Clara County,California,Census Tract 5076,214375,2310,7.466281310211946,2000001,50.438047559449316,2.02038262113356,41.37314500268192,2.735562310030395,Bay Area
06085507701,Santa Clara County,California,Census Tract 5077.01,177045,2250,12.657342657342657,1407300,28.771021992238033,0,63.751617076326006,4.99353169469599,Bay Area
06085507702,Santa Clara County,California,Census Tract 5077.02,194318,3501,3.2335907335907326,1556000,29.5209861132782,0,66.87470744265876,1.1702293649555309,Bay Area
06085507703,Santa Clara County,California,Census Tract 5077.03,152688,2332,4.532476802284083,1368700,38.24482672650212,0.19945150835203102,56.195462478184986,2.3684866616803792,Bay Area
06085507805,Santa Clara County,California,Census Tract 5078.05,125579,2352,12.680851063829786,1072100,29.750544115185,2.695462916457391,58.496567888833084,5.642055918299012,Bay Area
06085507806,Santa Clara County,California,Census Tract 5078.06,145213,2599,6.101694915254237,1577700,14.134148534436253,0.7372774680812799,79.06851285739975,3.2368279086495226,Bay Area
06085507807,Santa Clara County,California,Census Tract 5078.07,169000,2383,3.525046382189239,1190200,17.620481927710845,0,76.144578313253,2.6506024096385543,Bay Area
06085507808,Santa Clara County,California,Census Tract 5078.08,174917,2898,10.305958132045088,1250000,22.47521116415718,0.440690414983474,73.6320235034888,0.863018729342636,Bay Area
06085507903,Santa Clara County,California,Census Tract 5079.03,147000,2412,2.422774076317383,1129400,24.241206030150753,0.6030150753768839,66.7537688442211,4.482412060301508,Bay Area
06085507904,Santa Clara County,California,Census Tract 5079.04,185192,3079,1.865008880994671,1231500,22.40740740740741,1.080246913580246,69.59876543209876,2.592592592592592,Bay Area
06085507905,Santa Clara County,California,Census Tract 5079.05,130047,1814,6.848072562358276,1074100,20.151052547003058,0,73.00337457817773,4.274465691788527,Bay Area
06085507906,Santa Clara County,California,Census Tract 5079.06,154432,3058,1.5818431911966988,1185600,22.703296703296704,0,75.12087912087912,1.406593406593406,Bay Area
06085508001,Santa Clara County,California,Census Tract 5080.01,122813,2727,18.049441246190316,1117400,20.298769771529,0.025106703489831784,69.77152899824253,7.933718302786843,Bay Area
06085508003,Santa Clara County,California,Census Tract 5080.03,121875,2347,3.180661577608142,1084500,36.822351959966646,0.500417014178482,56.08840700583821,2.710592160133444,Bay Area
06085508004,Santa Clara County,California,Census Tract 5080.04,120315,2163,10.736468500443657,1140700,26.89535889305275,2.363793600461228,60.752378206976076,8.085903718650908,Bay Area
06085508101,Santa Clara County,California,Census Tract 5081.01,170295,2731,10.291666666666668,1085300,25.202078521939953,0.014434180138568129,69.68822170900692,3.1899538106235568,Bay Area
06085508102,Santa Clara County,California,Census Tract 5081.02,144226,2290,10.518292682926827,937000,23.221690590111642,0,64.68899521531101,3.4449760765550237,Bay Area
06085508202,Santa Clara County,California,Census Tract 5082.02,129103,2194,1.344364012409514,1032600,39.27162766237181,2.695240599526689,42.99237444123061,10.163029187483566,Bay Area
06085508203,Santa Clara County,California,Census Tract 5082.03,168427,1964,1.457096600107933,1139100,30.324909747292416,1.5580467414022419,58.73076192285769,5.681170435113053,Bay Area
06085508204,Santa Clara County,California,Census Tract 5082.04,144904,2252,5.059132720105125,1117500,32.42394978271366,0.531144374698213,56.92901979719942,6.856591018831483,Bay Area
06085508301,Santa Clara County,California,Census Tract 5083.01,173359,2824,3.489847715736041,1279300,48.59611231101512,1.058315334773218,41.53347732181425,2.397408207343412,Bay Area
06085508303,Santa Clara County,California,Census Tract 5083.03,161250,2558,1.298701298701298,1330000,57.43190661478599,0.35019455252918197,34.5136186770428,2.217898832684825,Bay Area
06085508304,Santa Clara County,California,Census Tract 5083.04,90647,1638,7.28835136855506,1024700,29.075730471079307,2.635658914728682,50.184853905784145,9.672033392963623,Bay Area
06085508401,Santa Clara County,California,Census Tract 5084.01,161111,2255,3.139356814701378,1047000,48.04813619019666,0.366891693572057,40.167302612268855,8.203698268271205,Bay Area
06085508403,Santa Clara County,California,Census Tract 5084.03,157321,2750,4.174397031539888,1164500,51.31294408402842,0.988569663268458,33.734939759036145,4.8810627123880135,Bay Area
06085508404,Santa Clara County,California,Census Tract 5084.04,127328,1859,11.342395921835175,1149900,45.88032581453634,0,39.849624060150376,10.980576441102755,Bay Area
06085508503,Santa Clara County,California,Census Tract 5085.03,112411,1852,5.579831932773109,870700,25.424460431654676,0.44604316546762496,63.36690647482014,7.9568345323741,Bay Area
06085508504,Santa Clara County,California,Census Tract 5085.04,102157,1855,7.505012890289316,816000,16.20919462329154,1.6943409013893591,52.44549870100531,26.454309273692534,Bay Area
06085508505,Santa Clara County,California,Census Tract 5085.05,134375,2146,5.47945205479452,834500,41.48415904741654,0.340208377631299,46.8424409951095,8.207527110355093,Bay Area
06085508507,Santa Clara County,California,Census Tract 5085.07,96648,2061,4.603399433427762,448400,22.16966256701356,2.018290760012614,62.03090507726269,9.713024282560706,Bay Area
06085508508,Santa Clara County,California,Census Tract 5085.08,82181,1810,0.727096461463887,821600,29.899909008189262,1.019108280254777,44.44040036396724,20.40036396724295,Bay Area
06085508601,Santa Clara County,California,Census Tract 5086.01,124567,1721,1.1299435028248581,958600,38.96885632033499,1.360900287882753,32.504579952891916,19.41900026171159,Bay Area
