GEOID,county,state,tract,medincome,rent,tpop,pnewh,medhval,pwht,pblk,pasn,phsp,region
6067004702,Sacramento County,California,Census Tract 47.02,30625,926,5470,0.013435701,147200,0.082084095,0.184826325,0.249908592,0.397989031,Other California
6067004801,Sacramento County,California,Census Tract 48.01,36369,974,5624,0.201545779,162200,0.146514936,0.119487909,0.48257468,0.201991465,Other California
6067004802,Sacramento County,California,Census Tract 48.02,32364,965,4745,0.036866359,163100,0.163540569,0.141201264,0.317597471,0.296944152,Other California
6067004903,Sacramento County,California,Census Tract 49.03,31529,871,6915,0.130823529,152100,0.145914678,0.224005785,0.315690528,0.205639913,Other California
6067004904,Sacramento County,California,Census Tract 49.04,47821,1154,5892,0.017570281,171600,0.231839783,0.134928717,0.188730482,0.352681602,Other California
6067004905,Sacramento County,California,Census Tract 49.05,40568,919,7067,0.022949426,175800,0.176736946,0.263195132,0.117730296,0.385312014,Other California
6067004906,Sacramento County,California,Census Tract 49.06,45446,1419,3079,0.343813387,140100,0.125040598,0.253653784,0.241961676,0.287106203,Other California
6067005001,Sacramento County,California,Census Tract 50.01,34981,974,8980,0.047378641,178300,0.110801782,0.154565702,0.257238307,0.370712695,Other California
6067005002,Sacramento County,California,Census Tract 50.02,28528,834,6151,0.0592055,9.20E+04,0.256055926,0.208421395,0.22581694,0.261908633,Other California
6067005101,Sacramento County,California,Census Tract 51.01,30888,966,4288,0.010917031,165800,0.186800373,0.16954291,0.247901119,0.297574627,Other California
6067005102,Sacramento County,California,Census Tract 51.02,40032,1095,4781,0.026162791,9.40E+04,0.334867183,0.0761347,0.263334031,0.266262288,Other California
6067005201,Sacramento County,California,Census Tract 52.01,16821,761,3370,0.019251337,271517.7419,0.300593472,0.152522255,0.137982196,0.361127596,Other California
6067005202,Sacramento County,California,Census Tract 52.02,68412,1090,3244,0.019556714,281500,0.655055487,0.044081381,0.046239211,0.236436498,Other California
6067005204,Sacramento County,California,Census Tract 52.04,71595,893,4307,0.00496771,279200,0.64917576,0.045275134,0.088692826,0.183422336,Other California
6067005205,Sacramento County,California,Census Tract 52.05,30585,942,1925,0.023809524,37600,0.582857143,0.092987013,0.078441558,0.231688312,Other California
6067005301,Sacramento County,California,Census Tract 53.01,12355,295,1262,0.271149675,1.85E+05,0.322503962,0.304278922,0.015055468,0.341521395,Other California
6067005402,Sacramento County,California,Census Tract 54.02,41614,1143,2534,0.025190393,271517.7419,0.590765588,0.029992107,0.146014207,0.197316496,Other California
6067005403,Sacramento County,California,Census Tract 54.03,65156,985,2380,0.006346968,3.46E+05,0.676890756,0.034453782,0.08907563,0.189915966,Other California
6067005404,Sacramento County,California,Census Tract 54.04,79722,1047,5245,0.008124338,616200,0.762249762,0.009532888,0.096282173,0.095138227,Other California
6067005502,Sacramento County,California,Census Tract 55.02,30245,794,5417,0.048836148,167200,0.338932989,0.093225032,0.076795274,0.436034706,Other California
6067005505,Sacramento County,California,Census Tract 55.05,30490,781,5555,0.148420597,196900,0.472907291,0.157335734,0.061926193,0.278847885,Other California
6067005506,Sacramento County,California,Census Tract 55.06,24909,850,3285,0.025856045,1.69E+05,0.386605784,0.176864536,0.031050228,0.330593607,Other California
6067005508,Sacramento County,California,Census Tract 55.08,46806,899,3430,0.050440744,159200,0.501457726,0.082507289,0.117201166,0.22361516,Other California
6067005509,Sacramento County,California,Census Tract 55.09,31889,882,1799,0.021174206,112800,0.340744858,0.157865481,0.205113952,0.261256253,Other California
6067005510,Sacramento County,California,Census Tract 55.10,38199,901,4597,0.116691843,112400,0.443550141,0.175331738,0.083967805,0.257776811,Other California
6067005601,Sacramento County,California,Census Tract 56.01,38333,837,4896,0.152192243,220800,0.615196078,0.220792484,0.058210784,0.095792484,Other California
6067005605,Sacramento County,California,Census Tract 56.05,49417,978,3476,0.049226442,199400,0.527905639,0.045166858,0.062715765,0.290851554,Other California
6067005606,Sacramento County,California,Census Tract 56.06,61795,1016,4478,0.089949749,2.97E+05,0.696069674,0.033943725,0.074140241,0.127288968,Other California
6067005701,Sacramento County,California,Census Tract 57.01,86817,1219,3050,0.015921152,336700,0.681311475,0.067213115,0.063606557,0.145245902,Other California
6067005702,Sacramento County,California,Census Tract 57.02,127740,1989,4613,0.024517475,580100,0.7621938,0.015174507,0.059614134,0.113375244,Other California
6067005801,Sacramento County,California,Census Tract 58.01,69115,1161,5529,0.008186127,3.21E+05,0.75818412,0.030385241,0.024778441,0.120817508,Other California
6067005803,Sacramento County,California,Census Tract 58.03,112357,1436,3692,0.055408971,627900,0.806067172,0.00135428,0.067713976,0.080444204,Other California
6067005804,Sacramento County,California,Census Tract 58.04,122500,725,2486,0,629300,0.788415125,0,0.080852776,0.051488335,Other California
6067005901,Sacramento County,California,Census Tract 59.01,80509,1450,6512,0.032902468,312100,0.761210074,0.044686732,0.083845209,0.087070025,Other California
6067005903,Sacramento County,California,Census Tract 59.03,33277,849,2169,0.013877551,299200,0.649608114,0.126325496,0.035500231,0.136468419,Other California
6067005904,Sacramento County,California,Census Tract 59.04,54112,918,4840,0.04147881,328900,0.765702479,0.039669421,0.031198347,0.089876033,Other California
6067006002,Sacramento County,California,Census Tract 60.02,47983,904,4139,0.006294964,2.49E+05,0.621406137,0.020536361,0.033099783,0.218410244,Other California
6067006003,Sacramento County,California,Census Tract 60.03,36329,824,4593,0.004036327,244700,0.598301764,0.104724581,0.053342042,0.158502068,Other California
6067006004,Sacramento County,California,Census Tract 60.04,62986,1054,2511,0.01,313900,0.77220231,0.066905615,0.098367184,0.046196734,Other California
6067006101,Sacramento County,California,Census Tract 61.01,38346,795,5018,0.047347655,266200,0.57174173,0.127740136,0.028497409,0.188122758,Other California
6067006102,Sacramento County,California,Census Tract 61.02,31096,850,3569,0.005823187,246800,0.567105632,0.148781171,0.026057719,0.226954329,Other California
6067006201,Sacramento County,California,Census Tract 62.01,25589,766,6873,0.012625445,2.11E+05,0.384257238,0.182016587,0.053397352,0.310053834,Other California
6067006202,Sacramento County,California,Census Tract 62.02,25972,813,3371,0.036231884,115200,0.356570751,0.104420053,0.04479383,0.462474043,Other California
6067006300,Sacramento County,California,Census Tract 63,33315,965,5473,0.110329908,130100,0.300931847,0.119130276,0.065594738,0.470308789,Other California
6067006400,Sacramento County,California,Census Tract 64,37724,1034,5380,0.145194274,118800,0.382342007,0.074907063,0.075650558,0.351301115,Other California
6067006500,Sacramento County,California,Census Tract 65,36486,999,6848,0.178421298,166400,0.213200935,0.206337617,0.136682243,0.337178738,Other California
6067006600,Sacramento County,California,Census Tract 66,2.80E+04,898,6921,0.121105748,1.52E+05,0.221210808,0.190868372,0.148099986,0.381014304,Other California
6067006701,Sacramento County,California,Census Tract 67.01,45722,1015,8740,0.102087287,156900,0.21784897,0.093935927,0.199427918,0.430778032,Other California
6067006702,Sacramento County,California,Census Tract 67.02,35276,983,6930,0.197496523,132800,0.177633478,0.176046176,0.207359307,0.35036075,Other California
6067006800,Sacramento County,California,Census Tract 68,22977,874,7460,0.065443935,100700,0.168766756,0.092627346,0.089276139,0.562064343,Other California
6067006900,Sacramento County,California,Census Tract 69,30309,835,4719,0.053777778,149200,0.397541852,0.143674507,0.085823268,0.306632761,Other California
6067007001,Sacramento County,California,Census Tract 70.01,42269,894,4523,0.163132137,169400,0.138624807,0.042007517,0.166703515,0.590979438,Other California
6067007004,Sacramento County,California,Census Tract 70.04,41062,949,7191,0.076413119,200600,0.192184675,0.161590877,0.093728271,0.454317897,Other California
6067007007,Sacramento County,California,Census Tract 70.07,51186,1201,5407,0.060465116,156800,0.267800999,0.097281302,0.057148141,0.524505271,Other California
6067007010,Sacramento County,California,Census Tract 70.10,60027,1253,3577,0.109642682,3.07E+05,0.478054235,0.072966173,0.140620632,0.251887056,Other California
6067007011,Sacramento County,California,Census Tract 70.11,49896,973,6685,0.075211051,188200,0.264323111,0.137920718,0.092744951,0.39670905,Other California
6067007012,Sacramento County,California,Census Tract 70.12,51289,1154,3211,0,183700,0.30084086,0.187480536,0.102148863,0.374649642,Other California
6067007013,Sacramento County,California,Census Tract 70.13,60551,1025,3178,0.032833021,167700,0.227501573,0.171806167,0.129011957,0.385462555,Other California
6067007014,Sacramento County,California,Census Tract 70.14,51835,1143,7574,0.016134569,206400,0.256535516,0.196197518,0.072088725,0.413651967,Other California
6067007015,Sacramento County,California,Census Tract 70.15,61061,1126,4923,0.769332162,290800,0.366849482,0.170627666,0.153768028,0.211253301,Other California
6067007016,Sacramento County,California,Census Tract 70.16,80012,1462,6097,0.785675529,274800,0.231753321,0.176808266,0.280465803,0.241430212,Other California
6067007017,Sacramento County,California,Census Tract 70.17,84079,1653,3240,0.864253394,248600,0.400308642,0.115123457,0.17037037,0.252469136,Other California
6067007018,Sacramento County,California,Census Tract 70.18,57589,1244,5366,0.812208563,248900,0.401043608,0.038017145,0.296310101,0.177226985,Other California
6067007019,Sacramento County,California,Census Tract 70.19,21522,926,1031,0.887871854,271517.7419,0.203685742,0.371483996,0.174587779,0.206595538,Other California
6067007020,Sacramento County,California,Census Tract 70.20,83702,1334,4586,0.498247664,298100,0.486698648,0.087440035,0.128870475,0.222634104,Other California
6067007101,Sacramento County,California,Census Tract 71.01,110078,1100,228,0,271517.7419,0.964912281,0.035087719,0,0,Other California
6067007102,Sacramento County,California,Census Tract 71.02,73980,1461,7928,0.941787288,298800,0.403002018,0.115792129,0.310166498,0.117053481,Other California
6067007103,Sacramento County,California,Census Tract 71.03,72431,1400,4220,0.819500871,266900,0.257345972,0.104028436,0.253317536,0.286018957,Other California
6067007104,Sacramento County,California,Census Tract 71.04,87393,1694,7988,0.86037037,324700,0.346895343,0.154231347,0.244992489,0.184777166,Other California
6067007105,Sacramento County,California,Census Tract 71.05,73971,1625,7072,0.941465411,261300,0.319570136,0.085690045,0.293269231,0.206872172,Other California
6067007106,Sacramento County,California,Census Tract 71.06,98056,1416,8315,0.863359089,346800,0.336861094,0.105472038,0.259891762,0.253397474,Other California
6067007107,Sacramento County,California,Census Tract 71.07,105625,1818,3397,0.889048991,4.00E+05,0.382690609,0.120105976,0.209596703,0.178687077,Other California
6067007202,Sacramento County,California,Census Tract 72.02,51157,1174,3889,0.057748538,216200,0.654924145,0.013371047,0.101825662,0.200565698,Other California
6067007204,Sacramento County,California,Census Tract 72.04,56806,1390,4698,0.081500647,169800,0.434227331,0.104512559,0.167730949,0.25734355,Other California
6067007206,Sacramento County,California,Census Tract 72.06,56150,1395,4084,0.062639821,204700,0.798237023,0.014446621,0.043339863,0.106268364,Other California
6067007207,Sacramento County,California,Census Tract 72.07,56700,1311,4371,0.144569817,237500,0.612903226,0.014413178,0.122397621,0.235415237,Other California
6067007208,Sacramento County,California,Census Tract 72.08,60141,1188,4437,0.067967699,178800,0.597701149,0.054992112,0.055217489,0.262339419,Other California
6067007209,Sacramento County,California,Census Tract 72.09,4.80E+04,1165,3581,0.057722309,172300,0.690868472,0.022060877,0.034627199,0.239877129,Other California
6067007301,Sacramento County,California,Census Tract 73.01,35173,839,4853,0.13646789,128800,0.468782197,0.153925407,0.046981249,0.263960437,Other California
6067007402,Sacramento County,California,Census Tract 74.02,45260,1311,6477,0.005706134,156600,0.503010653,0.091091555,0.074417168,0.304616335,Other California
6067007403,Sacramento County,California,Census Tract 74.03,44323,1309,5147,0.008450704,158800,0.453273752,0.205168059,0.04138333,0.24460851,Other California
6067007406,Sacramento County,California,Census Tract 74.06,36995,1064,8577,0.180029696,160800,0.466130349,0.08720998,0.072053165,0.306750612,Other California
6067007413,Sacramento County,California,Census Tract 74.13,36431,899,6703,0.054319932,116200,0.470237207,0.107116217,0.137251977,0.230642996,Other California
6067007414,Sacramento County,California,Census Tract 74.14,46700,1077,4326,0.008861622,164900,0.498381877,0.083217753,0.124595469,0.242949607,Other California
6067007415,Sacramento County,California,Census Tract 74.15,60125,1057,3243,0,208400,0.531914894,0.098982424,0.026210299,0.259019426,Other California
6067007416,Sacramento County,California,Census Tract 74.16,51431,1145,4443,0.005066498,136900,0.478730587,0.058519019,0.076524871,0.288993923,Other California
6067007417,Sacramento County,California,Census Tract 74.17,74737,1361,3369,0,226400,0.607598694,0.07005046,0.118135945,0.165034135,Other California
6067007421,Sacramento County,California,Census Tract 74.21,85063,1706,9455,0.50696274,283700,0.631940772,0.046113168,0.125013221,0.134531994,Other California
6067007422,Sacramento County,California,Census Tract 74.22,40625,1102,2540,0.077502691,169200,0.599212598,0.031102362,0.039370079,0.282677165,Other California
6067007423,Sacramento County,California,Census Tract 74.23,26143,854,5061,0.009887006,109300,0.395178818,0.176842521,0.032207074,0.282750445,Other California
6067007424,Sacramento County,California,Census Tract 74.24,28670,943,3829,0.032679739,155700,0.548446069,0.167928963,0.003395142,0.26090363,Other California
6067007426,Sacramento County,California,Census Tract 74.26,54615,1227,2113,0.006289308,179600,0.476573592,0.09275911,0.090866067,0.143398012,Other California
6067007427,Sacramento County,California,Census Tract 74.27,62158,1411,7339,0.176470588,211100,0.588499796,0.040741245,0.096607167,0.12930917,Other California
6067007428,Sacramento County,California,Census Tract 74.28,67353,1369,3529,0.046037736,177800,0.657410031,0.044488524,0.084443185,0.118447152,Other California
6067007429,Sacramento County,California,Census Tract 74.29,40992,998,5134,0.011290323,189900,0.529216985,0.090962213,0.056291391,0.286326451,Other California
6067007430,Sacramento County,California,Census Tract 74.30,59944,1329,8229,0.14330585,255700,0.544416089,0.075586341,0.108640175,0.208287763,Other California
6067007431,Sacramento County,California,Census Tract 74.31,62078,1559,3736,0.020535714,237300,0.53640257,0.067719486,0.122591006,0.121520343,Other California
6067007432,Sacramento County,California,Census Tract 74.32,74154,1679,5321,0.091766185,2.55E+05,0.6485623,0.089268934,0.068971998,0.112572825,Other California
6067007433,Sacramento County,California,Census Tract 74.33,56964,1017,8104,0.306637004,253300,0.492472853,0.056391905,0.208538993,0.112537019,Other California
6067007501,Sacramento County,California,Census Tract 75.01,38709,920,6345,0.02411513,1.79E+05,0.577935382,0.074389283,0.02679275,0.251536643,Other California
6067007503,Sacramento County,California,Census Tract 75.03,43162,921,5195,0.052704577,206800,0.541674687,0.162271415,0.090086622,0.129162656,Other California
6067007504,Sacramento County,California,Census Tract 75.04,43787,886,2247,0.093023256,314400,0.702269693,0.012461059,0.032487761,0.185135737,Other California
6067007601,Sacramento County,California,Census Tract 76.01,56723,920,6720,0.017654477,337100,0.650297619,0.090327381,0.013392857,0.1875,Other California
6067007602,Sacramento County,California,Census Tract 76.02,43105,985,4841,0.070644391,2.64E+05,0.729188184,0.064036356,0.025407974,0.114852303,Other California
6067007701,Sacramento County,California,Census Tract 77.01,47955,959,6162,0.005892548,295300,0.662609542,0.069944823,0.041544953,0.158227848,Other California
6067007702,Sacramento County,California,Census Tract 77.02,84962,961,4284,0.073778664,410300,0.703314659,0.034080299,0.058590103,0.114145658,Other California
6067007801,Sacramento County,California,Census Tract 78.01,49492,928,5823,0.040688576,3.73E+05,0.738279238,0.082088271,0.043963593,0.086725056,Other California
6067007802,Sacramento County,California,Census Tract 78.02,60927,792,4871,0.06713948,3.79E+05,0.717306508,0.064668446,0.053582427,0.111886676,Other California
6067007903,Sacramento County,California,Census Tract 79.03,71607,1008,4946,0.057761733,296500,0.743631217,0.062676911,0.019813991,0.100283057,Other California
6067007904,Sacramento County,California,Census Tract 79.04,75833,1271,5244,0.009197752,244400,0.757246377,0.021357742,0.023073989,0.138825324,Other California
6067007905,Sacramento County,California,Census Tract 79.05,75164,926,4274,0.049242424,352700,0.81094993,0.00163781,0.056387459,0.087739822,Other California
6067007906,Sacramento County,California,Census Tract 79.06,54500,988,3610,0.059472716,349500,0.744598338,0.027977839,0.032686981,0.133795014,Other California
6067008005,Sacramento County,California,Census Tract 80.05,103240,1406,4326,0.027909426,418400,0.838187702,0.008321775,0.024965326,0.105640314,Other California
6067008006,Sacramento County,California,Census Tract 80.06,70431,1154,5508,0.162450593,438100,0.783405955,0.018881627,0.045388526,0.129992738,Other California
6067008007,Sacramento County,California,Census Tract 80.07,57619,928,3475,0.026017345,346300,0.779856115,0.042302158,0.01352518,0.125179856,Other California
6067008008,Sacramento County,California,Census Tract 80.08,77500,1217,4905,0.065979381,349700,0.779408767,0.024057085,0.0509684,0.083384302,Other California
6067008009,Sacramento County,California,Census Tract 80.09,62550,961,4645,0.053412463,443900,0.804305705,0.02583423,0.034876211,0.097093649,Other California
6067008010,Sacramento County,California,Census Tract 80.10,77037,1321,5304,0.04315197,327200,0.775263952,0.006975867,0.076168929,0.134426848,Other California
6067008111,Sacramento County,California,Census Tract 81.11,62568,1184,6758,0.017695473,198600,0.740455756,0.005474993,0.07842557,0.118230246,Other California
6067008113,Sacramento County,California,Census Tract 81.13,53240,1062,3791,0.014473684,176300,0.73648114,0.012134002,0.017409654,0.204431548,Other California
6067008117,Sacramento County,California,Census Tract 81.17,61715,1305,2109,0,221100,0.68326221,0.061640588,0.04362257,0.169274538,Other California
6067008119,Sacramento County,California,Census Tract 81.19,58944,978,5425,0.009425878,2.39E+05,0.774930876,0.007373272,0.026543779,0.163133641,Other California
6067008120,Sacramento County,California,Census Tract 81.20,47996,1078,4343,0.021520803,252300,0.672346304,0.037071149,0.026249137,0.192263412,Other California
6067008122,Sacramento County,California,Census Tract 81.22,63310,1209,3608,0.074048913,376500,0.796840355,0.011086475,0.050997783,0.123059867,Other California
6067008124,Sacramento County,California,Census Tract 81.24,83609,1711,4858,0.006493506,272400,0.798888431,0.016673528,0.032729518,0.104981474,Other California
6067008125,Sacramento County,California,Census Tract 81.25,61445,1234,4985,0.034692921,223900,0.701905717,0.017452357,0.046740221,0.175325978,Other California
6067008127,Sacramento County,California,Census Tract 81.27,55357,1326,5468,0.011965812,181800,0.651609364,0.012435991,0.02139722,0.258412582,Other California
6067008128,Sacramento County,California,Census Tract 81.28,47974,1514,2314,0.021164021,174300,0.654710458,0.041918755,0.022039758,0.246758859,Other California
6067008129,Sacramento County,California,Census Tract 81.29,56951,993,3492,0.006797583,185500,0.528350515,0.051832761,0.045819015,0.287800687,Other California
6067008130,Sacramento County,California,Census Tract 81.30,62538,1483,3989,0.056934307,170400,0.569315618,0.027826523,0.069691652,0.192780145,Other California
6067008131,Sacramento County,California,Census Tract 81.31,47618,1006,4888,0.059738134,162400,0.720540098,0.050327332,0.027209493,0.128273322,Other California
6067008132,Sacramento County,California,Census Tract 81.32,56741,1579,3887,0.062783172,172300,0.766915359,0.050939028,0.039361976,0.080782094,Other California
6067008133,Sacramento County,California,Census Tract 81.33,31681,866,2951,0.081060606,134500,0.700440529,0.096238563,0.024737377,0.116231786,Other California
6067008134,Sacramento County,California,Census Tract 81.34,52125,1066,4737,0.043822844,210900,0.61241292,0.093941313,0.043698543,0.144606291,Other California
6067008135,Sacramento County,California,Census Tract 81.35,36298,990,4360,0.026106195,177400,0.659633028,0.038302752,0.045183486,0.209174312,Other California
6067008136,Sacramento County,California,Census Tract 81.36,52366,1042,2408,0.183391003,247100,0.805647841,0.012458472,0.105066445,0.058554817,Other California
6067008137,Sacramento County,California,Census Tract 81.37,51927,976,2565,0.123138034,250700,0.869005848,0.01208577,0.008187135,0.104483431,Other California
6067008138,Sacramento County,California,Census Tract 81.38,59308,879,3682,0.007560137,2.65E+05,0.633894622,0.034492124,0.01059207,0.306626833,Other California
6067008139,Sacramento County,California,Census Tract 81.39,39472,960,3584,0.041870582,1.74E+05,0.653459821,0.056640625,0.023716518,0.233816964,Other California
6067008140,Sacramento County,California,Census Tract 81.40,58045,1313,3029,0.011265165,243400,0.717398481,0.054803566,0.043578739,0.130075933,Other California
6067008141,Sacramento County,California,Census Tract 81.41,39382,940,6781,0.087808418,237300,0.605515411,0.079929214,0.028904291,0.250110603,Other California
6067008142,Sacramento County,California,Census Tract 81.42,47568,1009,3739,0.04587766,230800,0.62476598,0.093607917,0.028349826,0.224391549,Other California
6067008143,Sacramento County,California,Census Tract 81.43,50688,1043,3929,0.055524079,252900,0.72028506,0.011962331,0.030033087,0.227793332,Other California
6067008144,Sacramento County,California,Census Tract 81.44,80288,1680,2652,0.057971014,2.81E+05,0.812971342,0.016591252,0.044871795,0.088235294,Other California
6067008145,Sacramento County,California,Census Tract 81.45,76596,1511,8091,0.045137615,296300,0.769867754,0.020640218,0.024100853,0.120627858,Other California
6067008203,Sacramento County,California,Census Tract 82.03,62674,1127,4982,0.031151003,311500,0.815736652,0.02468888,0.025893216,0.091529506,Other California
6067008204,Sacramento County,California,Census Tract 82.04,64875,1609,4365,0.078918322,277800,0.799312715,0.005956472,0.018098511,0.117525773,Other California
6067008206,Sacramento County,California,Census Tract 82.06,79946,1290,5874,0.087412587,273100,0.824310521,0.00102145,0.04885938,0.080183861,Other California
6067008207,Sacramento County,California,Census Tract 82.07,75386,1192,4308,0.010337323,327900,0.863741876,0.008356546,0.021355617,0.052924791,Other California
6067008208,Sacramento County,California,Census Tract 82.08,52138,1012,4600,0.05,317900,0.806086957,0.014347826,0.023478261,0.132173913,Other California
6067008209,Sacramento County,California,Census Tract 82.09,88137,1224,4028,0.049171843,479500,0.80734856,0.026315789,0.036246276,0.09285005,Other California
6067008210,Sacramento County,California,Census Tract 82.10,84118,1453,5834,0.160572936,468500,0.823620158,0.034110387,0.04542338,0.071134727,Other California
6067008211,Sacramento County,California,Census Tract 82.11,85573,1300,2892,0.151827554,443700,0.854080221,3.46E-04,0.020401107,0.075034578,Other California
6067008402,Sacramento County,California,Census Tract 84.02,77333,1217,5474,0.009060563,341400,0.739313117,0.003288272,0.034161491,0.149251005,Other California
6067008403,Sacramento County,California,Census Tract 84.03,88529,1473,5734,0.219875776,364500,0.721485874,0.00418556,0.144576212,0.073770492,Other California
6067008404,Sacramento County,California,Census Tract 84.04,58920,985,3147,0.144408946,3.26E+05,0.735303464,0.002859867,0.044804576,0.182395933,Other California
6067008501,Sacramento County,California,Census Tract 85.01,120366,1970,6437,0.357142857,436600,0.668323753,0.013826317,0.151468075,0.119931645,Other California
6067008504,Sacramento County,California,Census Tract 85.04,102557,1591,4646,0.135894495,382200,0.688334051,0.018941025,0.143994834,0.095781317,Other California
6067008505,Sacramento County,California,Census Tract 85.05,127875,2067,2212,0.190168176,488100,0.672694394,0.00994575,0.207504521,0.055605787,Other California
6067008506,Sacramento County,California,Census Tract 85.06,55210,1352,2712,0.516311167,271517.7419,0.559734513,0.011061947,0.328908555,0.081858407,Other California
6067008507,Sacramento County,California,Census Tract 85.07,87917,1559,3863,0.419296117,375900,0.638622832,0.017085167,0.178099922,0.121149366,Other California
6067008508,Sacramento County,California,Census Tract 85.08,114201,1819,7511,0.431160818,421300,0.504593263,0.010517907,0.277592864,0.117960325,Other California
6067008509,Sacramento County,California,Census Tract 85.09,158092,2070,4784,0.572359844,505100,0.676630435,0.009197324,0.223662207,0.04222408,Other California
6067008510,Sacramento County,California,Census Tract 85.10,135972,1939,4745,0.317313617,4.67E+05,0.717175975,0.008851423,0.114646997,0.110432034,Other California
6067008512,Sacramento County,California,Census Tract 85.12,153558,2424,4407,0.95503212,487600,0.642614023,0,0.278874518,0.056954845,Other California
6067008513,Sacramento County,California,Census Tract 85.13,122176,1860,3378,0.99382716,473800,0.526050918,0.021018354,0.327116637,0.068679692,Other California
6067008600,Sacramento County,California,Census Tract 86,99127,1594,6864,0.270791075,4.35E+05,0.806963869,0.015588578,0.037587413,0.096153846,Other California
6067008702,Sacramento County,California,Census Tract 87.02,116696,1917,2680,0,488400,0.81641791,0.007835821,0.102985075,0.038059701,Other California
6067008703,Sacramento County,California,Census Tract 87.03,92413,1547,5064,0.075563411,387200,0.619273302,0.034952607,0.231042654,0.077606635,Other California
6067008704,Sacramento County,California,Census Tract 87.04,103542,1949,3825,0.989183874,320900,0.392941176,0.08130719,0.311372549,0.149803922,Other California
6067008705,Sacramento County,California,Census Tract 87.05,109375,1886,6577,0.966521106,349900,0.43013532,0.041204196,0.250114034,0.161015661,Other California
6067008801,Sacramento County,California,Census Tract 88.01,78750,1181.737342,4205,0.815937941,282700,0.538168847,0.090606421,0.162901308,0.12960761,Other California
6067008905,Sacramento County,California,Census Tract 89.05,52178,884,4726,0.047401485,196600,0.610029623,0.05649598,0.039568345,0.188108337,Other California
6067008907,Sacramento County,California,Census Tract 89.07,42543,916,5347,0.016897081,178200,0.601832803,0.063213017,0.047316252,0.217692164,Other California
6067008908,Sacramento County,California,Census Tract 89.08,41803,983,5314,0.031443545,162500,0.543846443,0.061723749,0.050432819,0.267030486,Other California
6067008909,Sacramento County,California,Census Tract 89.09,70179,926,2504,0.015730337,259700,0.542332268,0.093051118,0.062300319,0.269169329,Other California
6067008910,Sacramento County,California,Census Tract 89.10,53914,1017,3505,0,174900,0.534664765,0.088159772,0.030242511,0.281027104,Other California
6067008911,Sacramento County,California,Census Tract 89.11,32304,779,2312,0,214600,0.407871972,0.168252595,0.080882353,0.286764706,Other California
6067008912,Sacramento County,California,Census Tract 89.12,68571,1283,2980,0.003753754,227700,0.675503356,0.07852349,0.060738255,0.130201342,Other California
6067008913,Sacramento County,California,Census Tract 89.13,51151,911,4381,0,213800,0.673590504,0.032869208,0.029445332,0.19835654,Other California
6067009004,Sacramento County,California,Census Tract 90.04,50956,1145,3593,0,172200,0.529640969,0.138602839,0.09295853,0.144169218,Other California
6067009005,Sacramento County,California,Census Tract 90.05,45225,1030,3401,0.020883534,153500,0.525433696,0.091149662,0.084680976,0.220817407,Other California
6067009006,Sacramento County,California,Census Tract 90.06,36411,1006,5333,0.054961832,118800,0.474217139,0.136508532,0.072754547,0.222951434,Other California
6067009007,Sacramento County,California,Census Tract 90.07,41094,1019,2940,0.26754386,2.00E+05,0.46462585,0.189115646,0.084353741,0.155102041,Other California
6067009008,Sacramento County,California,Census Tract 90.08,40793,865,5030,0.047262248,169200,0.472166998,0.100795229,0.03777336,0.296819085,Other California
6067009010,Sacramento County,California,Census Tract 90.10,58871,977,4966,0.294749897,279500,0.340515505,0.108739428,0.206000805,0.239226742,Other California
6067009011,Sacramento County,California,Census Tract 90.11,97872,1793,4010,0.957983193,332400,0.411221945,0.101995012,0.27032419,0.143391521,Other California
6067009103,Sacramento County,California,Census Tract 91.03,50227,1266,3080,0.12519685,208300,0.482467532,0.130844156,0.161688312,0.182467532,Other California
6067009105,Sacramento County,California,Census Tract 91.05,52321,1137,2433,0,213500,0.512946979,0.096177559,0.069872585,0.227702425,Other California
6067009106,Sacramento County,California,Census Tract 91.06,52089,981,4039,0,251200,0.524882397,0.104728893,0.054468928,0.266154989,Other California
6067009107,Sacramento County,California,Census Tract 91.07,62813,1195,3113,0,226900,0.546097013,0.11532284,0.106328301,0.159653068,Other California
6067009108,Sacramento County,California,Census Tract 91.08,74552,1322,3828,0.026370576,217600,0.599007315,0.070794148,0.076541275,0.17737722,Other California
6067009109,Sacramento County,California,Census Tract 91.09,67813,1524,5066,0.005640158,222400,0.533557047,0.08310304,0.098499803,0.207856297,Other California
6067009110,Sacramento County,California,Census Tract 91.10,22820,863,1710,0.049304678,59700,0.294736842,0.269590643,0.080701754,0.27251462,Other California
6067009111,Sacramento County,California,Census Tract 91.11,55278,1133,5523,0.050412864,1.98E+05,0.468404852,0.107731305,0.173275394,0.186130726,Other California
6067009112,Sacramento County,California,Census Tract 91.12,59877,1129,3874,0.106733524,199800,0.482447083,0.09808983,0.11177078,0.254001033,Other California
6067009201,Sacramento County,California,Census Tract 92.01,39395,839,3564,0.500739645,2.97E+05,0.418350168,0.088945006,0.198653199,0.222222222,Other California
6067009307,Sacramento County,California,Census Tract 93.07,85443,1220,5470,0.123476418,355600,0.651005484,0.023948812,0.123583181,0.151371115,Other California
6067009308,Sacramento County,California,Census Tract 93.08,65119,1195,6260,0.108979948,237100,0.630670927,0.014217252,0.065814696,0.237699681,Other California
