GEOID,county,state,tract,medincome,rent,tpop,pnewh,medhval,pwht,pblk,pasn,phsp,region
6013366001,Contra Costa County,California,Census Tract 3660.01,55196,1407,4470,0.049962714,255300,0.08590604,0.127740492,0.222818792,0.497315436,Bay Area
6013366002,Contra Costa County,California,Census Tract 3660.02,55841,1215,6319,0.111995754,218200,0.070422535,0.117898402,0.151448014,0.616869758,Bay Area
6013367100,Contra Costa County,California,Census Tract 3671,5.50E+04,1070,5001,0,327500,0.082983403,0.376924615,0.123775245,0.372125575,Bay Area
6013367200,Contra Costa County,California,Census Tract 3672,46130,1096,5365,0.198549916,251300,0.137185461,0.135507922,0.240074557,0.452935694,Bay Area
6013368001,Contra Costa County,California,Census Tract 3680.01,44817,1095,5143,0.074229692,216300,0.035193467,0.04063776,0.040248882,0.855920669,Bay Area
6013368002,Contra Costa County,California,Census Tract 3680.02,43966,1142,3380,0.028776978,1.59E+05,0.078994083,0.071005917,0.136390533,0.661538462,Bay Area
6013369001,Contra Costa County,California,Census Tract 3690.01,4.00E+04,1077,7425,0.072389241,1.50E+05,0.124579125,0.17023569,0.227340067,0.442962963,Bay Area
6013369002,Contra Costa County,California,Census Tract 3690.02,54487,1139,2356,0.004549591,307900,0.287351443,0.221561969,0.077249576,0.339134126,Bay Area
6013370000,Contra Costa County,California,Census Tract 3700,88274,1618,2859,0,426800,0.464148304,0.139209514,0.210563134,0.154949283,Bay Area
6013371000,Contra Costa County,California,Census Tract 3710,72066,1322,6149,0,278600,0.260367539,0.144738982,0.162140185,0.382826476,Bay Area
6013372000,Contra Costa County,California,Census Tract 3720,49041,1218,7615,0.01663113,267300,0.137229153,0.069862114,0.191989494,0.554169402,Bay Area
6013373000,Contra Costa County,California,Census Tract 3730,50238,1273,4102,0.013445378,193800,0.020965383,0.124817162,0.162359824,0.676743052,Bay Area
6013374000,Contra Costa County,California,Census Tract 3740,43795,1016,4246,0.025909592,261400,0.210551107,0.170042393,0.096796985,0.471738106,Bay Area
6013375000,Contra Costa County,California,Census Tract 3750,48688,1185,4787,0.074651354,204700,0.050553583,0.087110925,0.042197619,0.776269062,Bay Area
6013376000,Contra Costa County,California,Census Tract 3760,34958,970,5547,0.151972723,168100,0.044528574,0.235262304,0.059491617,0.631512529,Bay Area
6013377000,Contra Costa County,California,Census Tract 3770,30388,995,6835,0.081481481,1.12E+05,0.07037308,0.18683248,0.109290417,0.602340892,Bay Area
6013378000,Contra Costa County,California,Census Tract 3780,78625,1350,3116,0.148641722,543400,0.660783055,0.038831836,0.085044929,0.155969191,Bay Area
6013379000,Contra Costa County,California,Census Tract 3790,39071,1171,6668,0.063522618,192100,0.022045591,0.317186563,0.01079784,0.603629274,Bay Area
6013380000,Contra Costa County,California,Census Tract 3800,80545,1519,6569,0.246169561,3.55E+05,0.293043081,0.262140356,0.197746993,0.178413762,Bay Area
6013381000,Contra Costa County,California,Census Tract 3810,46162,1215,6996,0.03276419,234700,0.089479703,0.298170383,0.02915952,0.54731275,Bay Area
6013382000,Contra Costa County,California,Census Tract 3820,34107,1109,7486,0.024936755,241400,0.059577879,0.456318461,0.143067059,0.310045418,Bay Area
6013383000,Contra Costa County,California,Census Tract 3830,73344,1487,4838,0.020131086,409600,0.420835056,0.112443158,0.288548987,0.110582885,Bay Area
6013384000,Contra Costa County,California,Census Tract 3840,95986,1820,3899,0,639700,0.546550398,0.070787381,0.18620159,0.080789946,Bay Area
6013385100,Contra Costa County,California,Census Tract 3851,142566,2532,2941,0.012787724,820100,0.523631418,0.062903774,0.239034342,0.088065284,Bay Area
6013385200,Contra Costa County,California,Census Tract 3852,104135,2350,1175,0.056042032,622800,0.466382979,0.05787234,0.362553191,0.05787234,Bay Area
6013386000,Contra Costa County,California,Census Tract 3860,62227,1473,3617,0.025115664,515100,0.308266519,0.134365496,0.328172519,0.148189107,Bay Area
6013387000,Contra Costa County,California,Census Tract 3870,70379,1648,2758,0.093321918,551800,0.511602611,0.069253082,0.276649746,0.097171864,Bay Area
6013388000,Contra Costa County,California,Census Tract 3880,86582,1660,2776,0.007607777,562300,0.478025937,0.029178674,0.300432277,0.130763689,Bay Area
6013389100,Contra Costa County,California,Census Tract 3891,81563,1551,2016,0.006578947,587500,0.398809524,0.03422619,0.30109127,0.208333333,Bay Area
6013389200,Contra Costa County,California,Census Tract 3892,54048,1357,1700,0.028083028,328600,0.275882353,0.101176471,0.424117647,0.164705882,Bay Area
6013390100,Contra Costa County,California,Census Tract 3901,121979,2500,2324,0.017989418,6.89E+05,0.600688468,0.043889845,0.197934596,0.078313253,Bay Area
6013390200,Contra Costa County,California,Census Tract 3902,102788,2227,1735,0,612600,0.710086455,0.03054755,0.176368876,0.051873199,Bay Area
6013391000,Contra Costa County,California,Census Tract 3910,137336,1794,2679,0.008561644,841500,0.749906682,0.015677492,0.146696529,0.062336693,Bay Area
6013392000,Contra Costa County,California,Census Tract 3920,150179,2450,2827,0.005977797,770500,0.728333923,0.019455253,0.124867351,0.054474708,Bay Area
6013392200,Contra Costa County,California,Census Tract 3922,74750,1714,11474,0.351684717,3.31E+05,0.185724246,0.146330835,0.229039568,0.382081227,Bay Area
6013392300,Contra Costa County,California,Census Tract 3923,125875,976,3277,0.942139738,586700,0.090631675,0.127860848,0.626182484,0.097955447,Bay Area
6013990000,Contra Costa County,California,Census Tract 9900,92410.81643,1733.581281,0,0.122062753,510091.3043,0.47200178,0.080184273,0.152728553,0.240555457,Bay Area
6015000101,Del Norte County,California,Census Tract 1.01,27563,745,3920,0.102577873,165900,0.658928571,0.017602041,0.038265306,0.110969388,Other California
6015000102,Del Norte County,California,Census Tract 1.02,34292,816,3394,0.173641474,158500,0.643488509,0.002946376,0.031526223,0.102533883,Other California
6015000104,Del Norte County,California,Census Tract 1.04,25862,525,2152,0.188023952,84800,0.551115242,0,0.039962825,0.279739777,Other California
6015000105,Del Norte County,California,Census Tract 1.05,55859,950,6498,0.147694292,177400,0.765927978,7.69E-04,0.018313327,0.101877501,Other California
6015000201,Del Norte County,California,Census Tract 2.01,50984,790,6623,0.180699482,276600,0.475464291,0.078967235,0.016608788,0.359655745,Other California
6015000202,Del Norte County,California,Census Tract 2.02,44614,801,3753,0.195971693,232800,0.682653877,0.001332268,0.020783373,0.210231815,Other California
6015000203,Del Norte County,California,Census Tract 2.03,31848,729,1288,0.131868132,109400,0.610248447,0.01552795,0,0.083850932,Other California
6015990000,Del Norte County,California,Census Tract 9900,38717.42857,765.1428571,0,0.160068128,172200,0.626832416,0.016735048,0.02363712,0.178408434,Other California
6017030200,El Dorado County,California,Census Tract 302,51635,900,5085,0.102818706,345900,0.465290069,0.01120944,0.035791544,0.465683382,Other California
6017030301,El Dorado County,California,Census Tract 303.01,38107,1019,2279,0.057714286,246300,0.611232997,0.005265467,0.003510312,0.369021501,Other California
6017030302,El Dorado County,California,Census Tract 303.02,36500,947,2783,0.059043659,376400,0.67768595,0.014372979,0.039885016,0.256557672,Other California
6017030401,El Dorado County,California,Census Tract 304.01,54075,1065,3727,0.062912088,381700,0.786691709,0.00697612,0.024953045,0.159109203,Other California
6017030402,El Dorado County,California,Census Tract 304.02,33563,773,3754,0.091970803,263500,0.65503463,0.023974427,0.066862014,0.228822589,Other California
6017030502,El Dorado County,California,Census Tract 305.02,93352,1983,2393,0.205627706,393900,0.88299206,0.004178855,0,0.086920184,Other California
6017030504,El Dorado County,California,Census Tract 305.04,70333,1497,2523,0.15679926,4.48E+05,0.793896155,0,0.041220769,0.122473246,Other California
6017030505,El Dorado County,California,Census Tract 305.05,66371,1380,2506,0.129107981,388300,0.849960096,0.013168396,0.003591381,0.09896249,Other California
6017030601,El Dorado County,California,Census Tract 306.01,92411,2066,5412,0.186777624,346600,0.951034738,0,0.003141168,0.020879527,Other California
6017030602,El Dorado County,California,Census Tract 306.02,67252,1077,7083,0.121563432,287300,0.869123253,0.004235493,0.003811944,0.088804179,Other California
6017030603,El Dorado County,California,Census Tract 306.03,52279,995,3137,0.162095984,265300,0.852725534,0.018489002,0.010519605,0.079375199,Other California
6017030701,El Dorado County,California,Census Tract 307.01,134556,1361,6313,0.136559655,591100,0.834310154,0,0.05528275,0.070489466,Other California
6017030704,El Dorado County,California,Census Tract 307.04,102080,1762,7093,0.718181818,558400,0.673198929,0.041026364,0.091498661,0.140984069,Other California
6017030706,El Dorado County,California,Census Tract 307.06,122031,1493,5620,0.201867497,485800,0.741992883,0.022419929,0.068327402,0.097330961,Other California
6017030709,El Dorado County,California,Census Tract 307.09,126403,2150,4736,0.331117825,578300,0.823268581,0.008657095,0.056376689,0.088260135,Other California
6017030710,El Dorado County,California,Census Tract 307.10,135500,2236,4983,0.331696672,532100,0.722857716,0.032711218,0.136865342,0.075857917,Other California
6017030801,El Dorado County,California,Census Tract 308.01,94196,2064,4592,0.101881895,393600,0.779616725,0.004137631,0.075130662,0.086672474,Other California
6017030803,El Dorado County,California,Census Tract 308.03,73456,989,7535,0.277708978,4.27E+05,0.84777704,0.00331785,0.006237558,0.125812873,Other California
6017030804,El Dorado County,California,Census Tract 308.04,89933,1061,6255,0.16736227,460200,0.878816946,0.011670663,0.014068745,0.076099121,Other California
6017030807,El Dorado County,California,Census Tract 308.07,109243,1202,4418,0.156293223,384100,0.903802626,0.005205976,0.022181983,0.033272974,Other California
6017030808,El Dorado County,California,Census Tract 308.08,80980,1366,6928,0.135225376,371100,0.722575058,0.001443418,0.049076212,0.179705543,Other California
6017030809,El Dorado County,California,Census Tract 308.09,76125,1542,2486,0.034170854,322200,0.804505229,0.0076428,0.007240547,0.1307321,Other California
6017030810,El Dorado County,California,Census Tract 308.10,57576,1141,3642,0.19887165,343400,0.716639209,0,0.022515102,0.214717188,Other California
6017030901,El Dorado County,California,Census Tract 309.01,80167,1101,3143,0.192307692,425500,0.926185173,6.36E-04,0.037225581,0.026089723,Other California
6017030902,El Dorado County,California,Census Tract 309.02,94671,1023,4741,0.097127937,4.46E+05,0.836321451,0.005484075,0.01202278,0.08310483,Other California
6017031000,El Dorado County,California,Census Tract 310,41993,1028,5686,0.061190277,319400,0.741646148,0,0.056278579,0.171473795,Other California
6017031100,El Dorado County,California,Census Tract 311,48398,940,5023,0.119900083,3.01E+05,0.816842524,0.003384432,0.005972526,0.153493928,Other California
6017031200,El Dorado County,California,Census Tract 312,54118,1101,5224,0.144324853,281900,0.869257274,0.010528331,0.002105666,0.094946401,Other California
6017031301,El Dorado County,California,Census Tract 313.01,71205,1329,3651,0.070819672,361800,0.875102712,0,0.005204054,0.083812654,Other California
6017031302,El Dorado County,California,Census Tract 313.02,38627,998,4932,0.109719222,2.24E+05,0.887064071,0,0.01216545,0.082522303,Other California
6017031402,El Dorado County,California,Census Tract 314.02,52600,966,5233,0.110776439,238400,0.859163004,0.002866425,0.004586279,0.084846169,Other California
6017031404,El Dorado County,California,Census Tract 314.04,69583,1402,2322,0.185686654,346300,0.87295435,0.004306632,0.011627907,0.072782084,Other California
6017031405,El Dorado County,California,Census Tract 314.05,70128,1545,2531,0.153976311,303200,0.911892533,3.95E-04,0.018174635,0.026866851,Other California
6017031406,El Dorado County,California,Census Tract 314.06,76622,1563,5638,0.082635187,285200,0.855445193,1.77E-04,0.02075204,0.068996098,Other California
6017031502,El Dorado County,California,Census Tract 315.02,5.30E+04,1241,6443,0.137969095,260300,0.776036008,0.008225982,0.011950955,0.121061617,Other California
6017031503,El Dorado County,California,Census Tract 315.03,70089,1198,2674,0.096491228,330100,0.881824981,0,0.01421092,0.081899776,Other California
6017031504,El Dorado County,California,Census Tract 315.04,60446,1022,5418,0.080491132,253900,0.877260982,0,0.002768549,0.107973422,Other California
6017031600,El Dorado County,California,Census Tract 316,36325,842,3868,0.034646136,390300,0.364270941,0.032316443,0.13081696,0.45475698,Other California
6017031700,El Dorado County,California,Census Tract 317,162212,1556,2863,0.650326797,671800,0.748864827,0,0.136220747,0.055536151,Other California
6017031800,El Dorado County,California,Census Tract 318,132217,2712,7430,0.909828674,565900,0.637012113,0.016823688,0.20013459,0.075504711,Other California
6017031900,El Dorado County,California,Census Tract 319,73250,1338.780488,104,0.318029115,376900,0.846153846,0,0.009615385,0.115384615,Other California
6017032000,El Dorado County,California,Census Tract 320,43482,1254,793,0.064042934,453300,0.726355612,0,0.020176545,0.06557377,Other California
6017990000,El Dorado County,California,Census Tract 9900,75883.09524,1338.780488,0,0.184468064,381564.2857,0.789397191,0.007743998,0.036907109,0.12674214,Other California
6019000100,Fresno County,California,Census Tract 1,11774,297,3036,0.294407895,191883.1633,0.235507246,0.144598155,0.055665349,0.527009223,Other California
6019000200,Fresno County,California,Census Tract 2,21331,682,3147,0.137188209,111600,0.04099142,0.172863044,0.117254528,0.657451541,Other California
6019000300,Fresno County,California,Census Tract 3,28419,653,3270,0.025817556,107800,0.079510703,0.217431193,0.062079511,0.590825688,Other California
6019000400,Fresno County,California,Census Tract 4,26002,825,6016,0.099498926,114600,0.049035904,0.071476064,0.072639628,0.801529255,Other California
6019000501,Fresno County,California,Census Tract 5.01,17137,715,2348,0.069848661,98900,0.048977853,0.060902896,0.04088586,0.823679727,Other California
6019000502,Fresno County,California,Census Tract 5.02,31153,688,3370,0.045614035,92100,0.123442136,0.026706231,0.041543027,0.794065282,Other California
6019000600,Fresno County,California,Census Tract 6,16802,628,5351,0.237666238,1.25E+05,0.137544384,0.140347599,0.024107643,0.692207064,Other California
6019000700,Fresno County,California,Census Tract 7,21979,881,3758,0.014263074,113200,0.030601384,0.255455029,0.06306546,0.609100585,Other California
6019000800,Fresno County,California,Census Tract 8,24167,590,1192,0.455587393,1.77E+05,0.058724832,0.101510067,0.161912752,0.67114094,Other California
6019000901,Fresno County,California,Census Tract 9.01,25336,805,2979,0.416449086,95700,0.024504867,0.191675059,0.112789527,0.61094327,Other California
6019000902,Fresno County,California,Census Tract 9.02,20298,542,5082,0.215083799,84700,0.011609603,0.171389217,0.139708776,0.661157025,Other California
6019001000,Fresno County,California,Census Tract 10,25014,853,3955,0.0893186,94900,0.013147914,0.262958281,0.182300885,0.519342604,Other California
6019001100,Fresno County,California,Census Tract 11,27448,889,2728,0.039591315,88800,0.041055718,0.136363636,0.008797654,0.795087977,Other California
