GEOID,NAME,phisp,asnp,blkp,whtp
06001402600,"Census Tract 4026, Alameda County, California",0.07389937106918239,0.470125786163522,0.25707547169811323,0.1721698113207547
06001402700,"Census Tract 4027, Alameda County, California",0.22837370242214533,0.10092272202998846,0.3558246828143022,0.2750865051903114
06001402800,"Census Tract 4028, Alameda County, California",0.08873091100579253,0.21116377040547657,0.416535018430753,0.2401263823064771
06001402900,"Census Tract 4029, Alameda County, California",0.11997126436781609,0.3692528735632184,0.20545977011494254,0.23419540229885058
06001403000,"Census Tract 4030, Alameda County, California",0.01768234922639722,0.8231765077360278,0.04389011682980739,0.06630880959898958
06001403100,"Census Tract 4031, Alameda County, California",0.09936083672283556,0.42940151074956423,0.17547937245787332,0.2533410807669959
06001403300,"Census Tract 4033, Alameda County, California",0.07597980283722049,0.5448425102188026,0.09641740803077663,0.2041356095215196
06001403400,"Census Tract 4034, Alameda County, California",0.08623853211009175,0.25160550458715597,0.2194954128440367,0.37477064220183487
06001403501,"Census Tract 4035.01, Alameda County, California",0.12018038331454341,0.23043968432919956,0.23878241262683203,0.3310033821871477
06001403502,"Census Tract 4035.02, Alameda County, California",0.0826525708793849,0.15040845747236906,0.20326765977895242,0.5165785679961556
