GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,AF9LE001,NAME_M,AF49M001,AF9LM001
"G2000690","2012-2016",,,"Kansas","20","Gray County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gray County, Kansas",59629,115300,"Gray County, Kansas",3133,8044
"G2000710","2012-2016",,,"Kansas","20","Greeley County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Kansas",47000,89100,"Greeley County, Kansas",9747,22703
"G2000730","2012-2016",,,"Kansas","20","Greenwood County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, Kansas",39671,59300,"Greenwood County, Kansas",3246,4123
"G2000750","2012-2016",,,"Kansas","20","Hamilton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Kansas",48523,88100,"Hamilton County, Kansas",6901,7151
"G2000770","2012-2016",,,"Kansas","20","Harper County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harper County, Kansas",46886,66200,"Harper County, Kansas",3677,3593
"G2000790","2012-2016",,,"Kansas","20","Harvey County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvey County, Kansas",52463,120600,"Harvey County, Kansas",3318,4889
"G2000810","2012-2016",,,"Kansas","20","Haskell County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Kansas",55453,114800,"Haskell County, Kansas",3047,9406
"G2000830","2012-2016",,,"Kansas","20","Hodgeman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hodgeman County, Kansas",56250,85900,"Hodgeman County, Kansas",4759,4178
"G2000850","2012-2016",,,"Kansas","20","Jackson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kansas",54700,121000,"Jackson County, Kansas",2675,5836
"G2000870","2012-2016",,,"Kansas","20","Jefferson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kansas",56777,130100,"Jefferson County, Kansas",2572,7121
"G2000890","2012-2016",,,"Kansas","20","Jewell County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jewell County, Kansas",37750,53200,"Jewell County, Kansas",3499,3755
"G2000910","2012-2016",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kansas",78186,222400,"Johnson County, Kansas",868,1635
"G2000930","2012-2016",,,"Kansas","20","Kearny County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearny County, Kansas",49396,91000,"Kearny County, Kansas",3251,8028
"G2000950","2012-2016",,,"Kansas","20","Kingman County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingman County, Kansas",56142,90200,"Kingman County, Kansas",6289,7353
"G2000970","2012-2016",,,"Kansas","20","Kiowa County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Kansas",44896,118400,"Kiowa County, Kansas",3697,27370
"G2000990","2012-2016",,,"Kansas","20","Labette County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Labette County, Kansas",41851,75300,"Labette County, Kansas",1939,3915
"G2001010","2012-2016",,,"Kansas","20","Lane County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane County, Kansas",58077,74700,"Lane County, Kansas",4301,9407
"G2001030","2012-2016",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leavenworth County, Kansas",66046,168900,"Leavenworth County, Kansas",2371,4860
"G2001050","2012-2016",,,"Kansas","20","Lincoln County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Kansas",49583,69300,"Lincoln County, Kansas",7076,3841
"G2001070","2012-2016",,,"Kansas","20","Linn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Kansas",45790,90500,"Linn County, Kansas",5370,9446
"G2001090","2012-2016",,,"Kansas","20","Logan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Kansas",48205,80500,"Logan County, Kansas",4194,6845
"G2001110","2012-2016",,,"Kansas","20","Lyon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kansas",40611,94500,"Lyon County, Kansas",2616,4453
"G2001130","2012-2016",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Kansas",56783,138800,"McPherson County, Kansas",2248,4210
"G2001150","2012-2016",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kansas",47926,82600,"Marion County, Kansas",3268,4549
"G2001170","2012-2016",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kansas",47532,92000,"Marshall County, Kansas",3229,5558
"G2001190","2012-2016",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kansas",52960,91100,"Meade County, Kansas",2834,4691
"G2001210","2012-2016",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Kansas",63353,173400,"Miami County, Kansas",4139,7023
"G2001230","2012-2016",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Kansas",49755,90000,"Mitchell County, Kansas",4549,7448
"G2001250","2012-2016",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kansas",42646,71600,"Montgomery County, Kansas",1668,2905
"G2001270","2012-2016",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Kansas",48551,89500,"Morris County, Kansas",3499,5993
"G2001290","2012-2016",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morton County, Kansas",44100,105600,"Morton County, Kansas",7376,9198
"G2001310","2012-2016",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Kansas",50400,110400,"Nemaha County, Kansas",2930,8502
"G2001330","2012-2016",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neosho County, Kansas",43867,74500,"Neosho County, Kansas",3171,5410
"G2001350","2012-2016",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ness County, Kansas",47298,68800,"Ness County, Kansas",4414,4446
"G2001370","2012-2016",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norton County, Kansas",47651,69700,"Norton County, Kansas",7091,8846
"G2001390","2012-2016",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osage County, Kansas",52171,101800,"Osage County, Kansas",2632,5227
"G2001410","2012-2016",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osborne County, Kansas",41432,60100,"Osborne County, Kansas",3527,7024
"G2001430","2012-2016",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa County, Kansas",52241,92800,"Ottawa County, Kansas",3487,7593
"G2001450","2012-2016",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Kansas",46227,77200,"Pawnee County, Kansas",7528,5699
"G2001470","2012-2016",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Kansas",45940,76500,"Phillips County, Kansas",1316,5155
"G2001490","2012-2016",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawatomie County, Kansas",62500,165900,"Pottawatomie County, Kansas",3517,7626
"G2001510","2012-2016",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pratt County, Kansas",48995,86300,"Pratt County, Kansas",4182,5225
"G2001530","2012-2016",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rawlins County, Kansas",49327,81500,"Rawlins County, Kansas",4781,8115
"G2001550","2012-2016",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reno County, Kansas",46000,96100,"Reno County, Kansas",1848,2525
"G2001570","2012-2016",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Republic County, Kansas",41489,55400,"Republic County, Kansas",2071,4629
"G2001590","2012-2016",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rice County, Kansas",46335,74200,"Rice County, Kansas",4246,4760
"G2001610","2012-2016",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riley County, Kansas",46609,184500,"Riley County, Kansas",1457,5159
"G2001630","2012-2016",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rooks County, Kansas",46750,74600,"Rooks County, Kansas",2568,6210
"G2001650","2012-2016",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Kansas",40395,66700,"Rush County, Kansas",6996,6428
"G2001670","2012-2016",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kansas",42656,85100,"Russell County, Kansas",7832,5153
"G2001690","2012-2016",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Kansas",48497,123200,"Saline County, Kansas",1287,3474
"G2001710","2012-2016",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kansas",61886,133500,"Scott County, Kansas",10901,10991
"G2001730","2012-2016",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Kansas",51157,128000,"Sedgwick County, Kansas",719,1190
"G2001750","2012-2016",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Kansas",47507,89400,"Seward County, Kansas",4006,6419
"G2001770","2012-2016",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee County, Kansas",52088,125900,"Shawnee County, Kansas",1207,2334
"G2001790","2012-2016",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Kansas",50822,91400,"Sheridan County, Kansas",5347,8421
"G2001810","2012-2016",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Kansas",47036,80400,"Sherman County, Kansas",5989,7146
"G2001830","2012-2016",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Kansas",43913,65200,"Smith County, Kansas",3712,3591
"G2001850","2012-2016",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Kansas",46830,64900,"Stafford County, Kansas",2931,4176
"G2001870","2012-2016",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Kansas",44567,76900,"Stanton County, Kansas",11071,11483
"G2001890","2012-2016",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Kansas",54333,98600,"Stevens County, Kansas",4343,23613
"G2001910","2012-2016",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumner County, Kansas",50950,84200,"Sumner County, Kansas",2451,3178
"G2001930","2012-2016",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Kansas",52074,110100,"Thomas County, Kansas",6133,11020
"G2001950","2012-2016",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trego County, Kansas",54630,82000,"Trego County, Kansas",4694,8984
"G2001970","2012-2016",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabaunsee County, Kansas",57791,112700,"Wabaunsee County, Kansas",4216,8008
"G2001990","2012-2016",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallace County, Kansas",45804,82500,"Wallace County, Kansas",14207,8984
"G2002010","2012-2016",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kansas",47045,73900,"Washington County, Kansas",2946,4647
"G2002030","2012-2016",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Kansas",57596,81800,"Wichita County, Kansas",9915,13918
"G2002050","2012-2016",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Kansas",43594,61700,"Wilson County, Kansas",4579,5148
"G2002070","2012-2016",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodson County, Kansas",35321,52100,"Woodson County, Kansas",4827,8346
"G2002090","2012-2016",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",40757,90100,"Wyandotte County, Kansas",817,1801
"G2100010","2012-2016",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Kentucky",33873,86100,"Adair County, Kentucky",3067,3850
"G2100030","2012-2016",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kentucky",41166,98200,"Allen County, Kentucky",2810,5088
"G2100050","2012-2016",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kentucky",53513,136300,"Anderson County, Kentucky",4153,5795
"G2100070","2012-2016",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ballard County, Kentucky",43923,108400,"Ballard County, Kentucky",1698,8242
"G2100090","2012-2016",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barren County, Kentucky",39034,108300,"Barren County, Kentucky",1438,4375
"G2100110","2012-2016",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Kentucky",34986,73500,"Bath County, Kentucky",2443,6495
"G2100130","2012-2016",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Kentucky",22603,59800,"Bell County, Kentucky",1703,4318
"G2100150","2012-2016",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",69165,178300,"Boone County, Kentucky",2991,3105
"G2100170","2012-2016",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kentucky",44232,140500,"Bourbon County, Kentucky",4515,7094
"G2100190","2012-2016",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Kentucky",44140,100700,"Boyd County, Kentucky",2704,5728
"G2100210","2012-2016",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyle County, Kentucky",40758,136900,"Boyle County, Kentucky",2606,5920
"G2100230","2012-2016",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bracken County, Kentucky",35887,96200,"Bracken County, Kentucky",4437,6251
"G2100250","2012-2016",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breathitt County, Kentucky",25484,49600,"Breathitt County, Kentucky",2070,4101
"G2100270","2012-2016",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breckinridge County, Kentucky",43390,91600,"Breckinridge County, Kentucky",3979,5717
"G2100290","2012-2016",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",58702,149000,"Bullitt County, Kentucky",2102,2982
"G2100310","2012-2016",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kentucky",38427,92300,"Butler County, Kentucky",2462,12555
"G2100330","2012-2016",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Kentucky",43491,95600,"Caldwell County, Kentucky",6062,8120
"G2100350","2012-2016",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calloway County, Kentucky",36692,123400,"Calloway County, Kentucky",1784,5457
"G2100370","2012-2016",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Kentucky",56772,156600,"Campbell County, Kentucky",1931,3103
"G2100390","2012-2016",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle County, Kentucky",40913,78800,"Carlisle County, Kentucky",2911,6184
"G2100410","2012-2016",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Kentucky",42882,104200,"Carroll County, Kentucky",3164,12928
"G2100430","2012-2016",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Kentucky",37367,81000,"Carter County, Kentucky",2685,4778
"G2100450","2012-2016",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey County, Kentucky",32315,76000,"Casey County, Kentucky",2013,6340
"G2100470","2012-2016",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Kentucky",40253,109200,"Christian County, Kentucky",1804,4723
"G2100490","2012-2016",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kentucky",49069,138000,"Clark County, Kentucky",2736,4661
"G2100510","2012-2016",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kentucky",22174,54500,"Clay County, Kentucky",2566,4949
"G2100530","2012-2016",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Kentucky",29872,65900,"Clinton County, Kentucky",3373,5530
"G2100550","2012-2016",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Kentucky",38739,78500,"Crittenden County, Kentucky",3311,5529
"G2100570","2012-2016",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Kentucky",33268,82100,"Cumberland County, Kentucky",4338,9046
"G2100590","2012-2016",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Kentucky",46675,119400,"Daviess County, Kentucky",1525,3336
"G2100610","2012-2016",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmonson County, Kentucky",41689,86600,"Edmonson County, Kentucky",3879,7324
"G2100630","2012-2016",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elliott County, Kentucky",27969,70700,"Elliott County, Kentucky",5479,5941
"G2100650","2012-2016",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estill County, Kentucky",29694,74200,"Estill County, Kentucky",3475,8024
"G2100670","2012-2016",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",50661,170800,"Fayette County, Kentucky",922,1621
"G2100690","2012-2016",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fleming County, Kentucky",36063,86400,"Fleming County, Kentucky",5041,5215
"G2100710","2012-2016",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Kentucky",30540,69400,"Floyd County, Kentucky",2188,5156
"G2100730","2012-2016",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kentucky",50999,138800,"Franklin County, Kentucky",1688,3808
"G2100750","2012-2016",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Kentucky",26841,61600,"Fulton County, Kentucky",3720,5159
"G2100770","2012-2016",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Kentucky",51180,108700,"Gallatin County, Kentucky",3172,8657
"G2100790","2012-2016",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrard County, Kentucky",46373,129500,"Garrard County, Kentucky",3332,9459
"G2100810","2012-2016",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Kentucky",44191,122000,"Grant County, Kentucky",3658,7972
"G2100830","2012-2016",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graves County, Kentucky",40268,94400,"Graves County, Kentucky",2083,3887
"G2100850","2012-2016",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Kentucky",36129,102700,"Grayson County, Kentucky",2772,6145
"G2100870","2012-2016",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Kentucky",36681,75000,"Green County, Kentucky",3176,3889
"G2100890","2012-2016",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenup County, Kentucky",46771,99700,"Greenup County, Kentucky",2226,3653
"G2100910","2012-2016",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Kentucky",49375,105600,"Hancock County, Kentucky",3803,8163
"G2100930","2012-2016",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",51541,145700,"Hardin County, Kentucky",1954,3375
"G2100950","2012-2016",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Kentucky",25350,52700,"Harlan County, Kentucky",1710,3250
"G2100970","2012-2016",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Kentucky",40164,123700,"Harrison County, Kentucky",3550,8111
"G2100990","2012-2016",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Kentucky",35738,83600,"Hart County, Kentucky",1949,5362
"G2101010","2012-2016",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Kentucky",41630,113500,"Henderson County, Kentucky",1677,4421
"G2101030","2012-2016",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Kentucky",50412,122300,"Henry County, Kentucky",2969,6671
"G2101050","2012-2016",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Kentucky",39756,68200,"Hickman County, Kentucky",6556,8224
"G2101070","2012-2016",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Kentucky",43169,92500,"Hopkins County, Kentucky",2077,4962
"G2101090","2012-2016",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kentucky",30884,79400,"Jackson County, Kentucky",2247,13381
"G2101110","2012-2016",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",50099,154100,"Jefferson County, Kentucky",549,1093
"G2101130","2012-2016",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jessamine County, Kentucky",52748,160500,"Jessamine County, Kentucky",2916,5201
"G2101150","2012-2016",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kentucky",35060,83800,"Johnson County, Kentucky",3035,7816
"G2101170","2012-2016",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",56568,147000,"Kenton County, Kentucky",1253,2581
"G2101190","2012-2016",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knott County, Kentucky",28165,50900,"Knott County, Kentucky",3412,4071
"G2101210","2012-2016",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Kentucky",26553,77000,"Knox County, Kentucky",1924,5060
"G2101230","2012-2016",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larue County, Kentucky",41050,111600,"Larue County, Kentucky",3894,9234
"G2101250","2012-2016",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel County, Kentucky",36139,99900,"Laurel County, Kentucky",1325,4755
"G2101270","2012-2016",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Kentucky",35016,82800,"Lawrence County, Kentucky",4524,6689
"G2101290","2012-2016",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Kentucky",21185,63800,"Lee County, Kentucky",2686,6486
"G2101310","2012-2016",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leslie County, Kentucky",25282,44200,"Leslie County, Kentucky",6299,5474
"G2101330","2012-2016",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letcher County, Kentucky",29181,57300,"Letcher County, Kentucky",3056,3782
"G2101350","2012-2016",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Kentucky",29088,63500,"Lewis County, Kentucky",2463,5596
"G2101370","2012-2016",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Kentucky",35185,89400,"Lincoln County, Kentucky",1869,4984
"G2101390","2012-2016",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Kentucky",43333,88700,"Livingston County, Kentucky",6670,6816
"G2101410","2012-2016",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Kentucky",39027,96500,"Logan County, Kentucky",2291,7101
"G2101430","2012-2016",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kentucky",47861,129400,"Lyon County, Kentucky",3648,24021
"G2101450","2012-2016",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",42303,127600,"McCracken County, Kentucky",2082,6006
