GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,AF9LE001,NAME_M,AF49M001,AF9LM001
"G3900070","2012-2016",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashtabula County, Ohio",41158,104700,"Ashtabula County, Ohio",1295,2728
"G3900090","2012-2016",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Athens County, Ohio",34221,113900,"Athens County, Ohio",1295,5729
"G3900110","2012-2016",,,"Ohio","39","Auglaize County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Auglaize County, Ohio",55914,138700,"Auglaize County, Ohio",1953,4564
"G3900130","2012-2016",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belmont County, Ohio",44719,94300,"Belmont County, Ohio",1699,3100
"G3900150","2012-2016",,,"Ohio","39","Brown County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Ohio",47999,116500,"Brown County, Ohio",2176,3528
"G3900170","2012-2016",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Ohio",59652,159800,"Butler County, Ohio",986,1406
"G3900190","2012-2016",,,"Ohio","39","Carroll County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Ohio",48545,113300,"Carroll County, Ohio",3667,4728
"G3900210","2012-2016",,,"Ohio","39","Champaign County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign County, Ohio",53673,124400,"Champaign County, Ohio",2572,4672
"G3900230","2012-2016",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Ohio",44154,103200,"Clark County, Ohio",1138,2292
"G3900250","2012-2016",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clermont County, Ohio",61265,159100,"Clermont County, Ohio",921,2222
"G3900270","2012-2016",,,"Ohio","39","Clinton County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Ohio",48675,121700,"Clinton County, Ohio",2494,4544
"G3900290","2012-2016",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbiana County, Ohio",45389,104100,"Columbiana County, Ohio",1233,2586
"G3900310","2012-2016",,,"Ohio","39","Coshocton County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coshocton County, Ohio",43380,97100,"Coshocton County, Ohio",1883,3264
"G3900330","2012-2016",,,"Ohio","39","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Ohio",40563,85200,"Crawford County, Ohio",1211,1938
"G3900350","2012-2016",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuyahoga County, Ohio",45289,122200,"Cuyahoga County, Ohio",412,827
"G3900370","2012-2016",,,"Ohio","39","Darke County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darke County, Ohio",47043,112100,"Darke County, Ohio",1749,3144
"G3900390","2012-2016",,,"Ohio","39","Defiance County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defiance County, Ohio",50822,109400,"Defiance County, Ohio",1936,3348
"G3900410","2012-2016",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Ohio",94234,267600,"Delaware County, Ohio",1395,3536
"G3900430","2012-2016",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, Ohio",48276,130900,"Erie County, Ohio",1599,3532
"G3900450","2012-2016",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, Ohio",61473,164400,"Fairfield County, Ohio",1797,1778
"G3900470","2012-2016",,,"Ohio","39","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Ohio",41954,107100,"Fayette County, Ohio",1831,4630
"G3900490","2012-2016",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Ohio",54037,153100,"Franklin County, Ohio",558,1019
"G3900510","2012-2016",,,"Ohio","39","Fulton County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Ohio",55860,131100,"Fulton County, Ohio",2058,4521
"G3900530","2012-2016",,,"Ohio","39","Gallia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallia County, Ohio",39423,101200,"Gallia County, Ohio",2636,6542
"G3900550","2012-2016",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geauga County, Ohio",74165,221500,"Geauga County, Ohio",2303,4618
"G3900570","2012-2016",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Ohio",61116,161600,"Greene County, Ohio",1560,1893
"G3900590","2012-2016",,,"Ohio","39","Guernsey County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guernsey County, Ohio",41566,98600,"Guernsey County, Ohio",1766,3808
"G3900610","2012-2016",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Ohio",50399,143700,"Hamilton County, Ohio",490,1575
"G3900630","2012-2016",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Ohio",51604,130700,"Hancock County, Ohio",1337,4355
"G3900650","2012-2016",,,"Ohio","39","Hardin County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Ohio",44842,93500,"Hardin County, Ohio",2028,3154
"G3900670","2012-2016",,,"Ohio","39","Harrison County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Ohio",44000,85300,"Harrison County, Ohio",2373,2857
"G3900690","2012-2016",,,"Ohio","39","Henry County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Ohio",54941,113600,"Henry County, Ohio",2151,3803
"G3900710","2012-2016",,,"Ohio","39","Highland County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highland County, Ohio",40593,102300,"Highland County, Ohio",1752,5169
"G3900730","2012-2016",,,"Ohio","39","Hocking County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hocking County, Ohio",43382,114400,"Hocking County, Ohio",2443,5679
"G3900750","2012-2016",,,"Ohio","39","Holmes County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Ohio",53619,170500,"Holmes County, Ohio",2732,7384
"G3900770","2012-2016",,,"Ohio","39","Huron County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huron County, Ohio",48838,117000,"Huron County, Ohio",1689,3153
"G3900790","2012-2016",,,"Ohio","39","Jackson County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Ohio",40330,90800,"Jackson County, Ohio",2576,3799
"G3900810","2012-2016",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Ohio",42327,87100,"Jefferson County, Ohio",1204,1824
"G3900830","2012-2016",,,"Ohio","39","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Ohio",48619,135600,"Knox County, Ohio",1872,5148
"G3900850","2012-2016",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Ohio",59958,149300,"Lake County, Ohio",1232,1944
"G3900870","2012-2016",,,"Ohio","39","Lawrence County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Ohio",44256,101600,"Lawrence County, Ohio",2780,4725
"G3900890","2012-2016",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Licking County, Ohio",57571,153900,"Licking County, Ohio",1528,1966
"G3900910","2012-2016",,,"Ohio","39","Logan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Ohio",51136,124400,"Logan County, Ohio",1773,4189
"G3900930","2012-2016",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lorain County, Ohio",53459,138600,"Lorain County, Ohio",1075,1837
"G3900950","2012-2016",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Ohio",42917,105500,"Lucas County, Ohio",773,1518
"G3900970","2012-2016",,,"Ohio","39","Madison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Ohio",58326,150900,"Madison County, Ohio",3223,5681
"G3900990","2012-2016",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahoning County, Ohio",41872,98300,"Mahoning County, Ohio",809,1638
"G3901010","2012-2016",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Ohio",43557,93400,"Marion County, Ohio",2281,3171
"G3901030","2012-2016",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Ohio",69319,182100,"Medina County, Ohio",1529,2137
"G3901050","2012-2016",,,"Ohio","39","Meigs County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meigs County, Ohio",39640,86300,"Meigs County, Ohio",1920,4447
"G3901070","2012-2016",,,"Ohio","39","Mercer County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Ohio",55220,134800,"Mercer County, Ohio",2363,5199
"G3901090","2012-2016",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Ohio",53432,137600,"Miami County, Ohio",1589,3715
"G3901110","2012-2016",,,"Ohio","39","Monroe County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Ohio",41368,93200,"Monroe County, Ohio",2195,5107
"G3901130","2012-2016",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Ohio",45394,109600,"Montgomery County, Ohio",546,1103
"G3901150","2012-2016",,,"Ohio","39","Morgan County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Ohio",38941,91400,"Morgan County, Ohio",4082,7105
"G3901170","2012-2016",,,"Ohio","39","Morrow County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrow County, Ohio",53032,137800,"Morrow County, Ohio",2613,7176
"G3901190","2012-2016",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muskingum County, Ohio",42464,110500,"Muskingum County, Ohio",1589,3285
"G3901210","2012-2016",,,"Ohio","39","Noble County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Ohio",41398,88100,"Noble County, Ohio",2968,9817
"G3901230","2012-2016",,,"Ohio","39","Ottawa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa County, Ohio",54580,144200,"Ottawa County, Ohio",1818,5211
"G3901250","2012-2016",,,"Ohio","39","Paulding County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulding County, Ohio",48003,91100,"Paulding County, Ohio",2118,3059
"G3901270","2012-2016",,,"Ohio","39","Perry County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Ohio",43674,96100,"Perry County, Ohio",2760,6675
"G3901290","2012-2016",,,"Ohio","39","Pickaway County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickaway County, Ohio",58706,150100,"Pickaway County, Ohio",3152,4731
"G3901310","2012-2016",,,"Ohio","39","Pike County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Ohio",41128,97800,"Pike County, Ohio",3287,6328
"G3901330","2012-2016",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portage County, Ohio",52427,150400,"Portage County, Ohio",1149,2882
"G3901350","2012-2016",,,"Ohio","39","Preble County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preble County, Ohio",51356,116600,"Preble County, Ohio",1483,3153
"G3901370","2012-2016",,,"Ohio","39","Putnam County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Ohio",60245,143200,"Putnam County, Ohio",2440,5114
"G3901390","2012-2016",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Ohio",42849,102600,"Richland County, Ohio",1409,2640
"G3901410","2012-2016",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ross County, Ohio",44587,111700,"Ross County, Ohio",1820,3406
"G3901430","2012-2016",,,"Ohio","39","Sandusky County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandusky County, Ohio",49032,111300,"Sandusky County, Ohio",1409,3141
"G3901450","2012-2016",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scioto County, Ohio",37936,92000,"Scioto County, Ohio",1870,3723
"G3901470","2012-2016",,,"Ohio","39","Seneca County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, Ohio",48415,97000,"Seneca County, Ohio",2105,2763
"G3901490","2012-2016",,,"Ohio","39","Shelby County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Ohio",56169,134400,"Shelby County, Ohio",2620,4543
"G3901510","2012-2016",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Ohio",48714,124000,"Stark County, Ohio",712,1077
"G3901530","2012-2016",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Ohio",51562,134300,"Summit County, Ohio",614,1321
"G3901550","2012-2016",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trumbull County, Ohio",43811,99400,"Trumbull County, Ohio",947,1540
"G3901570","2012-2016",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscarawas County, Ohio",46992,114400,"Tuscarawas County, Ohio",1668,2640
"G3901590","2012-2016",,,"Ohio","39","Union County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Ohio",71282,174300,"Union County, Ohio",3305,3272
"G3901610","2012-2016",,,"Ohio","39","Van Wert County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Wert County, Ohio",50547,98900,"Van Wert County, Ohio",1983,5522
"G3901630","2012-2016",,,"Ohio","39","Vinton County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vinton County, Ohio",41080,84100,"Vinton County, Ohio",2460,7224
"G3901650","2012-2016",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Ohio",76200,196200,"Warren County, Ohio",2398,3664
"G3901670","2012-2016",,,"Ohio","39","Washington County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Ohio",44763,114000,"Washington County, Ohio",1988,4328
"G3901690","2012-2016",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Ohio",51363,136400,"Wayne County, Ohio",1295,2655
"G3901710","2012-2016",,,"Ohio","39","Williams County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williams County, Ohio",45044,95200,"Williams County, Ohio",1712,3446
"G3901730","2012-2016",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Ohio",55985,149100,"Wood County, Ohio",1246,3183
"G3901750","2012-2016",,,"Ohio","39","Wyandot County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandot County, Ohio",50723,111500,"Wyandot County, Ohio",3365,4531
"G4000010","2012-2016",,,"Oklahoma","40","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Oklahoma",33184,77100,"Adair County, Oklahoma",1707,2390
"G4000030","2012-2016",,,"Oklahoma","40","Alfalfa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alfalfa County, Oklahoma",52226,67600,"Alfalfa County, Oklahoma",3831,4250
"G4000050","2012-2016",,,"Oklahoma","40","Atoka County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atoka County, Oklahoma",36528,93200,"Atoka County, Oklahoma",2538,7739
"G4000070","2012-2016",,,"Oklahoma","40","Beaver County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver County, Oklahoma",52908,97000,"Beaver County, Oklahoma",3483,9846
"G4000090","2012-2016",,,"Oklahoma","40","Beckham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beckham County, Oklahoma",48851,123200,"Beckham County, Oklahoma",6755,10354
"G4000110","2012-2016",,,"Oklahoma","40","Blaine County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Oklahoma",44216,82900,"Blaine County, Oklahoma",5120,4078
"G4000130","2012-2016",,,"Oklahoma","40","Bryan County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bryan County, Oklahoma",39936,96100,"Bryan County, Oklahoma",1627,3952
"G4000150","2012-2016",,,"Oklahoma","40","Caddo County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo County, Oklahoma",40199,79400,"Caddo County, Oklahoma",1840,3615
"G4000170","2012-2016",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canadian County, Oklahoma",66664,148800,"Canadian County, Oklahoma",1453,2479
"G4000190","2012-2016",,,"Oklahoma","40","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Oklahoma",46913,102200,"Carter County, Oklahoma",1964,4203
"G4000210","2012-2016",,,"Oklahoma","40","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Oklahoma",38585,108700,"Cherokee County, Oklahoma",1774,4465
"G4000230","2012-2016",,,"Oklahoma","40","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Oklahoma",30870,84200,"Choctaw County, Oklahoma",1784,3780
"G4000250","2012-2016",,,"Oklahoma","40","Cimarron County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cimarron County, Oklahoma",44550,57100,"Cimarron County, Oklahoma",4040,5504
"G4000270","2012-2016",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Oklahoma",58488,150400,"Cleveland County, Oklahoma",1435,1937
"G4000290","2012-2016",,,"Oklahoma","40","Coal County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coal County, Oklahoma",39231,85200,"Coal County, Oklahoma",5339,10998
"G4000310","2012-2016",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Oklahoma",47238,118700,"Comanche County, Oklahoma",1386,3250
"G4000330","2012-2016",,,"Oklahoma","40","Cotton County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cotton County, Oklahoma",48732,79300,"Cotton County, Oklahoma",3649,4262
"G4000350","2012-2016",,,"Oklahoma","40","Craig County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craig County, Oklahoma",40036,91400,"Craig County, Oklahoma",2164,6445
"G4000370","2012-2016",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Creek County, Oklahoma",46517,106600,"Creek County, Oklahoma",1896,2580
"G4000390","2012-2016",,,"Oklahoma","40","Custer County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Oklahoma",47250,125100,"Custer County, Oklahoma",2891,10091
"G4000410","2012-2016",,,"Oklahoma","40","Delaware County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Oklahoma",38438,110500,"Delaware County, Oklahoma",1392,5423
"G4000430","2012-2016",,,"Oklahoma","40","Dewey County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewey County, Oklahoma",51654,85600,"Dewey County, Oklahoma",4162,3263
"G4000450","2012-2016",,,"Oklahoma","40","Ellis County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Oklahoma",52222,79900,"Ellis County, Oklahoma",3844,6000
"G4000470","2012-2016",,,"Oklahoma","40","Garfield County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Oklahoma",49675,100800,"Garfield County, Oklahoma",1937,3951
"G4000490","2012-2016",,,"Oklahoma","40","Garvin County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garvin County, Oklahoma",41250,89100,"Garvin County, Oklahoma",1357,2791
"G4000510","2012-2016",,,"Oklahoma","40","Grady County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grady County, Oklahoma",54043,114900,"Grady County, Oklahoma",2147,4739
"G4000530","2012-2016",,,"Oklahoma","40","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Oklahoma",54040,78400,"Grant County, Oklahoma",4405,5714
"G4000550","2012-2016",,,"Oklahoma","40","Greer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greer County, Oklahoma",36891,73800,"Greer County, Oklahoma",6431,14330
"G4000570","2012-2016",,,"Oklahoma","40","Harmon County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harmon County, Oklahoma",35676,50000,"Harmon County, Oklahoma",4185,7993
"G4000590","2012-2016",,,"Oklahoma","40","Harper County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harper County, Oklahoma",48173,73700,"Harper County, Oklahoma",6487,8453
"G4000610","2012-2016",,,"Oklahoma","40","Haskell County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Oklahoma",36067,84500,"Haskell County, Oklahoma",2285,3390
"G4000630","2012-2016",,,"Oklahoma","40","Hughes County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hughes County, Oklahoma",35257,68500,"Hughes County, Oklahoma",2423,3657
"G4000650","2012-2016",,,"Oklahoma","40","Jackson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Oklahoma",44331,89100,"Jackson County, Oklahoma",2555,3930
"G4000670","2012-2016",,,"Oklahoma","40","Jefferson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Oklahoma",35063,60000,"Jefferson County, Oklahoma",2803,4754
"G4000690","2012-2016",,,"Oklahoma","40","Johnston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, Oklahoma",38155,76600,"Johnston County, Oklahoma",3689,3326
