Census Tract,FIPS Code,Formatted FIPS,"Designated Qualified Opportunity Zones, as of 2018.",city,Median leverage ratio for all loans in 2016.,NAME,medincome,phisp,pblk
"06001409200, CA",6001409200,06001409200,Not Designated,Oakland,3.7,"Census Tract 4092, Alameda County, California",46250,0.4755791236394083,0.3463578007256489
"06001407200, CA",6001407200,06001407200,Designated Qualified Opportunity Zone,Oakland,4.01,"Census Tract 4072, Alameda County, California",37319,0.687726723095526,0.08207376058041113
"06001402200, CA",6001402200,06001402200,Designated Qualified Opportunity Zone,Oakland,3.33,"Census Tract 4022, Alameda County, California",45400,0.22651704073150458,0.3192019950124688
"06001410400, CA",6001410400,06001410400,Not Designated,Oakland,3.55,"Census Tract 4104, Alameda County, California",66555,0.43434792268384803,0.3968007109531215
"06001400400, CA",6001400400,06001400400,Not Designated,Oakland,3.19,"Census Tract 4004, Alameda County, California",99539,0.0637736753776073,0.09829777031886838
"06001400800, CA",6001400800,06001400800,Not Designated,Oakland,3.21,"Census Tract 4008, Alameda County, California",61111,0.12007986309184256,0.311751283513976
"06001401200, CA",6001401200,06001401200,Not Designated,Oakland,2.94,"Census Tract 4012, Alameda County, California",83208,0.1675592960979342,0.14001530221882172
"06001403501, CA",6001403501,06001403501,Not Designated,Oakland,3.77,"Census Tract 4035.01, Alameda County, California",37032,0.12018038331454341,0.23878241262683203
"06001407102, CA",6001407102,06001407102,Not Designated,Oakland,3.45,"Census Tract 4071.02, Alameda County, California",47660,0.47695530726256985,0.19669459962756053
"06001983200, CA",6001983200,06001983200,Not Designated,Oakland,2.91,"Census Tract 9832, Alameda County, California",131250,0.15734265734265734,0.08041958041958042
"06001403800, CA",6001403800,06001403800,Not Designated,Oakland,3.07,"Census Tract 4038, Alameda County, California",85313,0.0842612097502257,0.07643695455913331
"06001401600, CA",6001401600,06001401600,Designated Qualified Opportunity Zone,Oakland,2.82,"Census Tract 4016, Alameda County, California",36544,0.21997238840312933,0.3281178094799816
"06001404800, CA",6001404800,06001404800,Not Designated,Oakland,3.43,"Census Tract 4048, Alameda County, California",61875,0.09626436781609195,0.19181034482758622
"06001400200, CA",6001400200,06001400200,Not Designated,Oakland,3.21,"Census Tract 4002, Alameda County, California",153125,0.1076530612244898,0.005612244897959183
"06001400500, CA",6001400500,06001400500,Not Designated,Oakland,3.04,"Census Tract 4005, Alameda County, California",83650,0.12966915688367128,0.2518676627534685
"06001410200, CA",6001410200,06001410200,Not Designated,Oakland,3.77,"Census Tract 4102, Alameda County, California",49200,0.38648488441019563,0.471547125074096
"06001410300, CA",6001410300,06001410300,Not Designated,Oakland,3.88,"Census Tract 4103, Alameda County, California",39524,0.6462931522354273,0.24250141482739107
"06001404101, CA",6001404101,06001404101,Not Designated,Oakland,3.29,"Census Tract 4041.01, Alameda County, California",86635,0.06777533730781299,0.05522434891747725
"06001406400, CA",6001406400,06001406400,Not Designated,Oakland,3.15,"Census Tract 4064, Alameda County, California",59500,0.1618575293056808,0.2601442741208296
"06001405700, CA",6001405700,06001405700,Not Designated,Oakland,3,"Census Tract 4057, Alameda County, California",48851,0.23723318022156173,0.32315590380978115
"06001408400, CA",6001408400,06001408400,Designated Qualified Opportunity Zone,Oakland,4.11,"Census Tract 4084, Alameda County, California",30213,0.45381911153723237,0.3867050175775008
"06001405800, CA",6001405800,06001405800,Not Designated,Oakland,3.44,"Census Tract 4058, Alameda County, California",44375,0.20368185036582487,0.2402643379749823
"06001407400, CA",6001407400,06001407400,Not Designated,Oakland,3.7,"Census Tract 4074, Alameda County, California",47656,0.6662174303683738,0.1623989218328841
"06001403900, CA",6001403900,06001403900,Not Designated,Oakland,2.79,"Census Tract 4039, Alameda County, California",73125,0.04037582529202641,0.17039106145251395
"06001407500, CA",6001407500,06001407500,Not Designated,Oakland,4.06,"Census Tract 4075, Alameda County, California",24869,0.4889312068555106,0.3549154963104023
"06001409100, CA",6001409100,06001409100,Not Designated,Oakland,4.04,"Census Tract 4091, Alameda County, California",4e4,0.40182270091135047,0.3864954432477216
"06001405902, CA",6001405902,06001405902,Designated Qualified Opportunity Zone,Oakland,4.32,"Census Tract 4059.02, Alameda County, California",32833,0.2883280757097792,0.09495268138801262
"06001406300, CA",6001406300,06001406300,Not Designated,Oakland,4.11,"Census Tract 4063, Alameda County, California",43307,0.31195756991321116,0.15814850530376084
"06001401500, CA",6001401500,06001401500,Designated Qualified Opportunity Zone,Oakland,3.11,"Census Tract 4015, Alameda County, California",48903,0.12053742802303263,0.38733205374280233
"06001405901, CA",6001405901,06001405901,Designated Qualified Opportunity Zone,Oakland,3.53,"Census Tract 4059.01, Alameda County, California",31607,0.36477987421383645,0.1872816212438854
"06001405600, CA",6001405600,06001405600,Not Designated,Oakland,3.37,"Census Tract 4056, Alameda County, California",53063,0.21442185514612452,0.17376111817026685
"06001400900, CA",6001400900,06001400900,Not Designated,Oakland,3.4,"Census Tract 4009, Alameda County, California",55691,0.11671087533156499,0.3244916003536693
"06001406602, CA",6001406602,06001406602,Not Designated,Oakland,3.82,"Census Tract 4066.02, Alameda County, California",53162,0.2526201662450307,0.17672569569931335
"06001405500, CA",6001405500,06001405500,Not Designated,Oakland,3.58,"Census Tract 4055, Alameda County, California",50225,0.11866471734892788,0.17982456140350878
"06001406201, CA",6001406201,06001406201,Designated Qualified Opportunity Zone,Oakland,3.02,"Census Tract 4062.01, Alameda County, California",37336,0.44273743016759776,0.1634078212290503
"06001402700, CA",6001402700,06001402700,Designated Qualified Opportunity Zone,Oakland,3.03,"Census Tract 4027, Alameda County, California",44792,0.22837370242214533,0.3558246828143022
"06001402800, CA",6001402800,06001402800,Designated Qualified Opportunity Zone,Oakland,2.94,"Census Tract 4028, Alameda County, California",17363,0.08873091100579253,0.416535018430753
"06001406202, CA",6001406202,06001406202,Designated Qualified Opportunity Zone,Oakland,3.69,"Census Tract 4062.02, Alameda County, California",33583,0.6388532306375695,0.10034231921266581
"06001403600, CA",6001403600,06001403600,Not Designated,Oakland,3.11,"Census Tract 4036, Alameda County, California",70600,0.12607872026941697,0.28878130919806355
"06001402900, CA",6001402900,06001402900,Not Designated,Oakland,2.95,"Census Tract 4029, Alameda County, California",28854,0.11997126436781609,0.20545977011494254
"06001404000, CA",6001404e3,06001404000,Not Designated,Oakland,2.84,"Census Tract 4040, Alameda County, California",77065,0.1466575716234652,0.060368349249658934
"06001407101, CA",6001407101,06001407101,Not Designated,Oakland,4.1,"Census Tract 4071.01, Alameda County, California",51691,0.47484454494064443,0.13001695873374788
"06001402500, CA",6001402500,06001402500,Designated Qualified Opportunity Zone,Oakland,3.05,"Census Tract 4025, Alameda County, California",23693,0.19258046917621385,0.6388434260774686
"06001403000, CA",6001403e3,06001403000,Not Designated,Oakland,2.35,"Census Tract 4030, Alameda County, California",19490,0.01768234922639722,0.04389011682980739
"06001403100, CA",6001403100,06001403100,Not Designated,Oakland,2.9,"Census Tract 4031, Alameda County, California",51184,0.09936083672283556,0.17547937245787332
"06001402400, CA",6001402400,06001402400,Designated Qualified Opportunity Zone,Oakland,3.44,"Census Tract 4024, Alameda County, California",33724,0.0854670032455824,0.5549945906959971
"06001402600, CA",6001402600,06001402600,Designated Qualified Opportunity Zone,Oakland,2.7,"Census Tract 4026, Alameda County, California",22955,0.07389937106918239,0.25707547169811323
"06001405401, CA",6001405401,06001405401,Not Designated,Oakland,3.37,"Census Tract 4054.01, Alameda County, California",39712,0.24736970883288475,0.17372155615365795
"06001401800, CA",6001401800,06001401800,Not Designated,Oakland,3.21,"Census Tract 4018, Alameda County, California",28185,0.19346195069667738,0.42765273311897106
"06001400600, CA",6001400600,06001400600,Not Designated,Oakland,3.1,"Census Tract 4006, Alameda County, California",61597,0.09512341962673089,0.35159542444310654
"06001405402, CA",6001405402,06001405402,Not Designated,Oakland,2.96,"Census Tract 4054.02, Alameda County, California",33555,0.13862303179993826,0.28650818153751156
"06001404102, CA",6001404102,06001404102,Not Designated,Oakland,3.45,"Census Tract 4041.02, Alameda County, California",77303,0.08941755537325677,0.10828547990155865
"06001405301, CA",6001405301,06001405301,Not Designated,Oakland,2.95,"Census Tract 4053.01, Alameda County, California",60928,0.11831666091755778,0.25284580889962055
"06001405302, CA",6001405302,06001405302,Not Designated,Oakland,N/A,"Census Tract 4053.02, Alameda County, California",35638,0.20107033639143732,0.12270642201834862
"06001403702, CA",6001403702,06001403702,Not Designated,Oakland,3.05,"Census Tract 4037.02, Alameda County, California",78266,0.12185495806610755,0.0863344844597928
"06001403502, CA",6001403502,06001403502,Not Designated,Oakland,2.92,"Census Tract 4035.02, Alameda County, California",67672,0.0826525708793849,0.20326765977895242
"06001403701, CA",6001403701,06001403701,Not Designated,Oakland,3.19,"Census Tract 4037.01, Alameda County, California",66086,0.10526315789473684,0.17168784029038112
"06075980401, CA",6075980401,06075980401,Not Designated,San Francisco,N/A,"Census Tract 9804.01, San Francisco County, California",NA,NaN,NaN
"06075017902, CA",6075017902,06075017902,Designated Qualified Opportunity Zone,San Francisco,N/A,"Census Tract 179.02, San Francisco County, California",49271,0.31715210355987056,0.19967637540453073
"06075990100, CA",6075990100,06075990100,Not Designated,San Francisco,N/A,"Census Tract 9901, San Francisco County, California",NA,NaN,NaN
"06075060100, CA",6075060100,06075060100,Not Designated,San Francisco,N/A,"Census Tract 601, San Francisco County, California",175259,0.08934169278996865,0.002612330198537095
"06075060400, CA",6075060400,06075060400,Not Designated,San Francisco,3.18,"Census Tract 604, San Francisco County, California",44200,0.09265944645006016,0.03790613718411552
"06075047901, CA",6075047901,06075047901,Not Designated,San Francisco,3.42,"Census Tract 479.01, San Francisco County, California",67407,0.08061224489795918,0.026822157434402333
"06075980300, CA",6075980300,06075980300,Not Designated,San Francisco,N/A,"Census Tract 9803, San Francisco County, California",106944,0,0
"06075980600, CA",6075980600,06075980600,Designated Qualified Opportunity Zone,San Francisco,3.16,"Census Tract 9806, San Francisco County, California",NA,0.23529411764705882,0.5063025210084033
"06075980900, CA",6075980900,06075980900,Not Designated,San Francisco,3.49,"Census Tract 9809, San Francisco County, California",101e3,0.23461538461538461,0.06923076923076923
"06075061000, CA",6075061e3,06075061000,Not Designated,San Francisco,3.54,"Census Tract 610, San Francisco County, California",101667,0.1376321353065539,0.14460887949260043
"06075060700, CA",6075060700,06075060700,Not Designated,San Francisco,3.16,"Census Tract 607, San Francisco County, California",114597,0.1153005983474214,0.06914236869598253
"06075061500, CA",6075061500,06075061500,Not Designated,San Francisco,3.13,"Census Tract 615, San Francisco County, California",162690,0.08730948916290113,0.012407137933675424
"06075022600, CA",6075022600,06075022600,Not Designated,San Francisco,3.07,"Census Tract 226, San Francisco County, California",205865,0.08837656099903939,0.07780979827089338
"06075030900, CA",6075030900,06075030900,Not Designated,San Francisco,3.29,"Census Tract 309, San Francisco County, California",157820,0.07604121317660717,0.013495864170657379
"06075980200, CA",6075980200,06075980200,Not Designated,San Francisco,N/A,"Census Tract 9802, San Francisco County, California",15e4,0.05,0.1
"06075980501, CA",6075980501,06075980501,Not Designated,San Francisco,N/A,"Census Tract 9805.01, San Francisco County, California",16473,0.09261430246189918,0.21922626025791325
"06075035400, CA",6075035400,06075035400,Not Designated,San Francisco,3.77,"Census Tract 354, San Francisco County, California",87598,0.021628302178279005,0.0282712807044647
"06075035201, CA",6075035201,06075035201,Not Designated,San Francisco,3.86,"Census Tract 352.01, San Francisco County, California",84817,0.05495634309193631,0.001369628488272556
"06075033000, CA",6075033e3,06075033000,Not Designated,San Francisco,3.62,"Census Tract 330, San Francisco County, California",83896,0.08095529699938762,0.0064911206368646664
"06075030700, CA",6075030700,06075030700,Not Designated,San Francisco,3.31,"Census Tract 307, San Francisco County, California",126875,0.12048553873819871,0.01213846845496778
"06075010100, CA",6075010100,06075010100,Not Designated,San Francisco,3.13,"Census Tract 101, San Francisco County, California",59519,0.115,0.03775
"06075030102, CA",6075030102,06075030102,Not Designated,San Francisco,3.42,"Census Tract 301.02, San Francisco County, California",111651,0.08574807806031934,0.014192785334121822
"06075023103, CA",6075023103,06075023103,Designated Qualified Opportunity Zone,San Francisco,3.06,"Census Tract 231.03, San Francisco County, California",22697,0.18112947658402204,0.49242424242424243
"06075030800, CA",6075030800,06075030800,Not Designated,San Francisco,3.27,"Census Tract 308, San Francisco County, California",134481,0.10332464146023468,0.04856584093872229
"06075021700, CA",6075021700,06075021700,Not Designated,San Francisco,3.56,"Census Tract 217, San Francisco County, California",104698,0.14240351734245238,0.08280410356619443
"06075010500, CA",6075010500,06075010500,Not Designated,San Francisco,2.64,"Census Tract 105, San Francisco County, California",119750,0.05551415797317437,0.05402384500745157
"06075012602, CA",6075012602,06075012602,Not Designated,San Francisco,3.08,"Census Tract 126.02, San Francisco County, California",122212,0.03620689655172414,0.004827586206896552
"06075035300, CA",6075035300,06075035300,Not Designated,San Francisco,3.42,"Census Tract 353, San Francisco County, California",80352,0.06787330316742081,0.007985094490284802
"06075030500, CA",6075030500,06075030500,Not Designated,San Francisco,3.54,"Census Tract 305, San Francisco County, California",109352,0.1264406779661017,0.0759322033898305
"06075031100, CA",6075031100,06075031100,Not Designated,San Francisco,3.49,"Census Tract 311, San Francisco County, California",110417,0.13507625272331156,0.06594045025417575
"06075025500, CA",6075025500,06075025500,Not Designated,San Francisco,3.47,"Census Tract 255, San Francisco County, California",103275,0.3571882278213,0.006563624814736396
"06075033201, CA",6075033201,06075033201,Not Designated,San Francisco,N/A,"Census Tract 332.01, San Francisco County, California",22895,0.3058823529411765,0.05858343337334934
"06075030400, CA",6075030400,06075030400,Not Designated,San Francisco,3.41,"Census Tract 304, San Francisco County, California",154769,0.03609913793103448,0.02514367816091954
"06075018000, CA",6075018e3,06075018000,Not Designated,San Francisco,3,"Census Tract 180, San Francisco County, California",156897,0.1378469045440683,0.15858493443122904
"06075035100, CA",6075035100,06075035100,Not Designated,San Francisco,3.49,"Census Tract 351, San Francisco County, California",107482,0.07780784844384303,0.010036084799278304
"06075017700, CA",6075017700,06075017700,Not Designated,San Francisco,3.21,"Census Tract 177, San Francisco County, California",93056,0.32663316582914576,0.022892238972640984
"06075033100, CA",6075033100,06075033100,Not Designated,San Francisco,3.39,"Census Tract 331, San Francisco County, California",108018,0.041316180108857,0.003711034141514102
"06075042800, CA",6075042800,06075042800,Not Designated,San Francisco,2.85,"Census Tract 428, San Francisco County, California",181125,0.053338762214983716,0
"06075023200, CA",6075023200,06075023200,Not Designated,San Francisco,4.06,"Census Tract 232, San Francisco County, California",49583,0.3901223380154055,0.34866334390575443
"06075023400, CA",6075023400,06075023400,Designated Qualified Opportunity Zone,San Francisco,3.82,"Census Tract 234, San Francisco County, California",39750,0.3261964735516373,0.2131612090680101
"06075032700, CA",6075032700,06075032700,Not Designated,San Francisco,3.59,"Census Tract 327, San Francisco County, California",103648,0.04779980317728103,1.4058765640376775e-4
"06075015700, CA",6075015700,06075015700,Not Designated,San Francisco,3.11,"Census Tract 157, San Francisco County, California",102152,0.13535353535353536,0.03793490460157127
"06075031000, CA",6075031e3,06075031000,Not Designated,San Francisco,3.62,"Census Tract 310, San Francisco County, California",128517,0.13829491807831157,0.015828936406553733
"06075010200, CA",6075010200,06075010200,Not Designated,San Francisco,2.66,"Census Tract 102, San Francisco County, California",110536,0.03883720930232558,0
"06075061400, CA",6075061400,06075061400,Not Designated,San Francisco,3.52,"Census Tract 614, San Francisco County, California",137469,0.20546810273405136,0.09378624689312344
"06075026200, CA",6075026200,06075026200,Not Designated,San Francisco,3.47,"Census Tract 262, San Francisco County, California",76137,0.22422109242602006,0.008212749315604223
"06075031400, CA",6075031400,06075031400,Not Designated,San Francisco,4.29,"Census Tract 314, San Francisco County, California",59487,0.23061516452074393,0.13605150214592274
"06075026302, CA",6075026302,06075026302,Not Designated,San Francisco,3.86,"Census Tract 263.02, San Francisco County, California",76386,0.2533389866440534,0.0211999152003392
"06075030301, CA",6075030301,06075030301,Not Designated,San Francisco,3.32,"Census Tract 303.01, San Francisco County, California",130234,0.06142098273572377,0.02755644090305445
"06075026100, CA",6075026100,06075026100,Designated Qualified Opportunity Zone,San Francisco,4.15,"Census Tract 261, San Francisco County, California",72350,0.28828954723309114,0.008524315259921743
"06075025900, CA",6075025900,06075025900,Not Designated,San Francisco,3.52,"Census Tract 259, San Francisco County, California",89896,0.24544241885282347,0.07292129835482436
"06075015400, CA",6075015400,06075015400,Not Designated,San Francisco,3.58,"Census Tract 154, San Francisco County, California",118674,0.05291348807011849,0.020938159389709464
"06075031302, CA",6075031302,06075031302,Not Designated,San Francisco,3.51,"Census Tract 313.02, San Francisco County, California",67438,0.18684254466521957,0.08882952078811154
"06075032901, CA",6075032901,06075032901,Not Designated,San Francisco,3.65,"Census Tract 329.01, San Francisco County, California",83169,0.07104394649991315,0.008511377453534827
"06075023001, CA",6075023001,06075023001,Not Designated,San Francisco,3.92,"Census Tract 230.01, San Francisco County, California",64583,0.07417371252882399,0.09973097617217525
"06075012700, CA",6075012700,06075012700,Not Designated,San Francisco,3.09,"Census Tract 127, San Francisco County, California",131568,0.047150259067357515,0.010103626943005182
"06075025200, CA",6075025200,06075025200,Not Designated,San Francisco,3.43,"Census Tract 252, San Francisco County, California",130099,0.23353293413173654,0.022412318220701454
"06075032802, CA",6075032802,06075032802,Not Designated,San Francisco,3.17,"Census Tract 328.02, San Francisco County, California",84946,0.032397900981063196,0.029888204426192107
"06075023300, CA",6075023300,06075023300,Not Designated,San Francisco,3.01,"Census Tract 233, San Francisco County, California",54566,0.1929441148922885,0.08179831408054948
"06075017601, CA",6075017601,06075017601,Not Designated,San Francisco,3.4,"Census Tract 176.01, San Francisco County, California",21154,0.1244574929793209,0.09956599438345673
"06075025701, CA",6075025701,06075025701,Not Designated,San Francisco,3.77,"Census Tract 257.01, San Francisco County, California",80565,0.2259577795152463,0.03655199374511337
"06075021600, CA",6075021600,06075021600,Not Designated,San Francisco,3.38,"Census Tract 216, San Francisco County, California",135395,0.13799165018677215,0.07009448472863107
"06075030302, CA",6075030302,06075030302,Not Designated,San Francisco,3.51,"Census Tract 303.02, San Francisco County, California",133984,0.0852039584841902,0.015447743181269612
"06075020402, CA",6075020402,06075020402,Not Designated,San Francisco,3.36,"Census Tract 204.02, San Francisco County, California",93479,0.18202196816857208,0.019502353732347006
"06075045200, CA",6075045200,06075045200,Not Designated,San Francisco,3.74,"Census Tract 452, San Francisco County, California",87664,0.11144496039333515,0.007511608850040972
"06075032801, CA",6075032801,06075032801,Not Designated,San Francisco,3.14,"Census Tract 328.01, San Francisco County, California",79764,0.07368671262182078,0.007606370335155693
"06075013300, CA",6075013300,06075013300,Not Designated,San Francisco,2.94,"Census Tract 133, San Francisco County, California",141019,0.07564130673098005,0.02499451874588906
"06075022801, CA",6075022801,06075022801,Not Designated,San Francisco,3.26,"Census Tract 228.01, San Francisco County, California",117188,0.3584691170898067,0.023872679045092837
"06075020600, CA",6075020600,06075020600,Not Designated,San Francisco,3.42,"Census Tract 206, San Francisco County, California",136761,0.058788598574821854,0.02632620744259699
"06075025600, CA",6075025600,06075025600,Not Designated,San Francisco,3.63,"Census Tract 256, San Francisco County, California",73730,0.2129360465116279,0.0188953488372093
"06075011700, CA",6075011700,06075011700,Not Designated,San Francisco,2.05,"Census Tract 117, San Francisco County, California",50223,0.17132867132867133,0.042540792540792544
"06075025100, CA",6075025100,06075025100,Not Designated,San Francisco,3.57,"Census Tract 251, San Francisco County, California",103700,0.19060773480662985,0.06988950276243094
"06075013200, CA",6075013200,06075013200,Not Designated,San Francisco,3.12,"Census Tract 132, San Francisco County, California",131806,0.0549393861232912,0.004642765024503482
"06075022704, CA",6075022704,06075022704,Not Designated,San Francisco,3.33,"Census Tract 227.04, San Francisco County, California",150938,0.07065376722368807,0.014072119613016711
"06075025702, CA",6075025702,06075025702,Not Designated,San Francisco,3.41,"Census Tract 257.02, San Francisco County, California",59926,0.26841105718506014,0.02532179784764718
"06075040200, CA",6075040200,06075040200,Not Designated,San Francisco,2.71,"Census Tract 402, San Francisco County, California",83867,0.07909401402121158,0.017616394031997124
"06075047600, CA",6075047600,06075047600,Not Designated,San Francisco,3.29,"Census Tract 476, San Francisco County, California",84625,0.051354701611475116,0.009208429254471401
"06075030600, CA",6075030600,06075030600,Not Designated,San Francisco,3.29,"Census Tract 306, San Francisco County, California",158421,0.13283828382838284,0.005775577557755775
"06075025403, CA",6075025403,06075025403,Not Designated,San Francisco,3.46,"Census Tract 254.03, San Francisco County, California",88262,0.3969896519285042,0.09482596425211665
"06075031201, CA",6075031201,06075031201,Not Designated,San Francisco,3.62,"Census Tract 312.01, San Francisco County, California",80462,0.12044741508661846,0.07161369526667576
"06075017802, CA",6075017802,06075017802,Not Designated,San Francisco,3.36,"Census Tract 178.02, San Francisco County, California",69833,0.15897858319604613,0.13220757825370674
"06075032902, CA",6075032902,06075032902,Not Designated,San Francisco,3.39,"Census Tract 329.02, San Francisco County, California",96208,0.04660542236164015,0.008290387631637912
"06075021800, CA",6075021800,06075021800,Not Designated,San Francisco,3.28,"Census Tract 218, San Francisco County, California",131012,0.11527237354085604,0.029182879377431907
"06075023102, CA",6075023102,06075023102,Not Designated,San Francisco,3.42,"Census Tract 231.02, San Francisco County, California",35951,0.12873415001074576,0.6019772189984955
"06075012800, CA",6075012800,06075012800,Not Designated,San Francisco,3.05,"Census Tract 128, San Francisco County, California",126716,0.10349153251097637,0.011708132970938742
"06075021500, CA",6075021500,06075021500,Not Designated,San Francisco,3.52,"Census Tract 215, San Francisco County, California",113819,0.07947154471544715,0.030894308943089432
"06075016700, CA",6075016700,06075016700,Not Designated,San Francisco,3.32,"Census Tract 167, San Francisco County, California",147237,0.1168003290150113,0.05243676742751388
"06075047801, CA",6075047801,06075047801,Not Designated,San Francisco,3.25,"Census Tract 478.01, San Francisco County, California",92881,0.06388267462092966,0.013671389510315685
"06075032602, CA",6075032602,06075032602,Not Designated,San Francisco,3.66,"Census Tract 326.02, San Francisco County, California",80357,0.05727155727155727,0.004075504075504076
"06075017000, CA",6075017e3,06075017000,Not Designated,San Francisco,3.26,"Census Tract 170, San Francisco County, California",140152,0.070472341500378885,0.01035615054306643
"06075031301, CA",6075031301,06075031301,Not Designated,San Francisco,3.42,"Census Tract 313.01, San Francisco County, California",93750,0.07616707616707617,0.1987938351574715
"06075020100, CA",6075020100,06075020100,Not Designated,San Francisco,3.52,"Census Tract 201, San Francisco County, California",43933,0.46736029535156903,0.04480617553280752
"06075033203, CA",6075033203,06075033203,Not Designated,San Francisco,3.87,"Census Tract 332.03, San Francisco County, California",50946,0.15954415954415954,0.054605887939221276
"06075061200, CA",6075061200,06075061200,Designated Qualified Opportunity Zone,San Francisco,3.35,"Census Tract 612, San Francisco County, California",51818,0.3984466933396093,0.18592610025888445
"06075026303, CA",6075026303,06075026303,Not Designated,San Francisco,3.37,"Census Tract 263.03, San Francisco County, California",83047,0.28736581337737405,0.00805119735755574
"06075021100, CA",6075021100,06075021100,Not Designated,San Francisco,3.38,"Census Tract 211, San Francisco County, California",136780,0.09760765550239234,0.006937799043062201
"06075040100, CA",6075040100,06075040100,Not Designated,San Francisco,3.72,"Census Tract 401, San Francisco County, California",93875,0.038232044198895025,0.008839779005524863
"06075032601, CA",6075032601,06075032601,Not Designated,San Francisco,2.92,"Census Tract 326.01, San Francisco County, California",95854,0.06927465362673187,0.007946210268948655
"06075023003, CA",6075023003,06075023003,Not Designated,San Francisco,3.89,"Census Tract 230.03, San Francisco County, California",76528,0.18244803695150116,0.25796766743648963
"06075026402, CA",6075026402,06075026402,Not Designated,San Francisco,4.07,"Census Tract 264.02, San Francisco County, California",82969,0.29193071398394593,0.08069286016054077
"06075042700, CA",6075042700,06075042700,Not Designated,San Francisco,3.14,"Census Tract 427, San Francisco County, California",56765,0.05125587094139269,0.02838472534204615
"06075026001, CA",6075026001,06075026001,Designated Qualified Opportunity Zone,San Francisco,3.78,"Census Tract 260.01, San Francisco County, California",60694,0.4343331638705304,0.028639213692594475
"06075026003, CA",6075026003,06075026003,Not Designated,San Francisco,3.81,"Census Tract 260.03, San Francisco County, California",65282,0.4885002851168979,0.012164987644934424
"06075047902, CA",6075047902,06075047902,Not Designated,San Francisco,3.58,"Census Tract 479.02, San Francisco County, California",74500,0.04998649013780059,0.010537692515536342
"06075045100, CA",6075045100,06075045100,Not Designated,San Francisco,2.98,"Census Tract 451, San Francisco County, California",91206,0.11309640683290792,0.023561751423522483
"06075025300, CA",6075025300,06075025300,Not Designated,San Francisco,2.97,"Census Tract 253, San Francisco County, California",104545,0.24994251552080937,0.021384226258910094
"06075026403, CA",6075026403,06075026403,Not Designated,San Francisco,3.64,"Census Tract 264.03, San Francisco County, California",66875,0.21354705274043434,0.023009307135470527
"06075025401, CA",6075025401,06075025401,Not Designated,San Francisco,3.54,"Census Tract 254.01, San Francisco County, California",110313,0.44708209693372897,0.027200791295746787
"06075033204, CA",6075033204,06075033204,Not Designated,San Francisco,N/A,"Census Tract 332.04, San Francisco County, California",44922,0.15743782261848896,0.08024401689347724
"06075035202, CA",6075035202,06075035202,Not Designated,San Francisco,3.6,"Census Tract 352.02, San Francisco County, California",78542,0.06602150537634409,0.02193548387096774
"06075016500, CA",6075016500,06075016500,Not Designated,San Francisco,3.32,"Census Tract 165, San Francisco County, California",104097,0.11918505942275043,0.1033955857385399
"06075016100, CA",6075016100,06075016100,Not Designated,San Francisco,3.83,"Census Tract 161, San Francisco County, California",23840,0.04747180793015642,0.39377955620225535
"06075026301, CA",6075026301,06075026301,Designated Qualified Opportunity Zone,San Francisco,3.55,"Census Tract 263.01, San Francisco County, California",65625,0.28778467908902694,0.006004140786749482
"06075013000, CA",6075013e3,06075013000,Not Designated,San Francisco,3.08,"Census Tract 130, San Francisco County, California",151477,0.05639097744360902,0
"06075047701, CA",6075047701,06075047701,Not Designated,San Francisco,3.67,"Census Tract 477.01, San Francisco County, California",72981,0.04905136510874595,0.0023137436372049976
"06075030201, CA",6075030201,06075030201,Not Designated,San Francisco,3.19,"Census Tract 302.01, San Francisco County, California",91387,0.056390108620291195,0.008782066096602727
"06075012402, CA",6075012402,06075012402,Not Designated,San Francisco,3.57,"Census Tract 124.02, San Francisco County, California",40453,0.2044711014176663,0.06406761177753544
"06075026002, CA",6075026002,06075026002,Not Designated,San Francisco,3.46,"Census Tract 260.02, San Francisco County, California",86900,0.3066388806192319,0.051801131289074126
"06075030202, CA",6075030202,06075030202,Not Designated,San Francisco,2.96,"Census Tract 302.02, San Francisco County, California",105457,0.14737069898290414,0.02272235446872971
"06075013400, CA",6075013400,06075013400,Not Designated,San Francisco,3.2,"Census Tract 134, San Francisco County, California",136700,0.04925,0.012
"06075021400, CA",6075021400,06075021400,Not Designated,San Francisco,3.03,"Census Tract 214, San Francisco County, California",143846,0.12232334047109207,0.0021413276231263384
"06075012902, CA",6075012902,06075012902,Not Designated,San Francisco,2.9,"Census Tract 129.02, San Francisco County, California",119007,0.06789444749862562,0.02446399120395822
"06075047702, CA",6075047702,06075047702,Not Designated,San Francisco,3.32,"Census Tract 477.02, San Francisco County, California",85769,0.047889995258416314,0.018018018018018018
"06075020700, CA",6075020700,06075020700,Not Designated,San Francisco,3.4,"Census Tract 207, San Francisco County, California",150670,0.14316115302766494,0.008318823757012962
"06075030101, CA",6075030101,06075030101,Not Designated,San Francisco,3.17,"Census Tract 301.01, San Francisco County, California",94857,0.09258508914100486,0.023298217179902755
"06075020800, CA",6075020800,06075020800,Not Designated,San Francisco,3.12,"Census Tract 208, San Francisco County, California",72632,0.4214876033057851,0.021455816910362364
"06075021200, CA",6075021200,06075021200,Not Designated,San Francisco,3.68,"Census Tract 212, San Francisco County, California",144886,0.07650096836668818,0.010974822466107165
